Date,Company_Name,Brand_Name,Symbol Currency,Sub Total,VAT Amount,Total,Customer_Category,Trade_Type,Status,
23 May 2024,Prima Ismaya Sejahtera,Ismaya,Rp,"6,120,000.","673,200.","6,793,200.",Restaurant,Local,Terproses,
02 Aug 2024,Prima Ismaya Sejahtera,Ismaya,Rp,"17,880,000.","1,966,800.","19,846,800.",Restaurant,Local,Terproses,
04 Mar 2024,RADHAT AL JABAL LLC (Hotel Indigo Jabal Akhdar Resort & Spa),Indigo Oman,$,"43,392.5",0.,"43,392.5",Hotel,Export,Terproses,
19 Feb 2025,"RPB Investment Co., Ltd.",Six Sense Krabey Island Cambodia,$,"4,561.",0.,"4,561.",Export,Export,Terproses,
19 Aug 2024,Rayjin Ubud,Rayjin Ubud,Rp,"18,760,000.","2,063,600.","20,823,600.",Restaurant,Local,Terproses,
03 Jun 2024,Reef Hospitality Solutions and Trading Company,Sindalah,$,"122,494.7",0.,"122,494.7",Hotel,Export,Sebagian diproses,
04 Jun 2024,Reef Hospitality Solutions and Trading Company,Sindalah,$,"232,534.46",0.,"232,534.46",Hotel,Export,Sebagian diproses,
11 Jan 2024,Renarte General Trading LLC,Renarte,$,"1,872.",0.,"1,872.",Agent,Export,Menunggu diproses,
18 Jan 2024,Renarte General Trading LLC,Renarte,$,508.8,0.,508.8,Agent,Export,Terproses,
17 Dec 2024,Renarte General Trading LLC,Renarte,$,984.,0.,984.,Agent,Export,Terproses,
11 Dec 2024,Revolver Cinta kopi,Revolver,Rp,"20,220,000.","2,224,200.","22,444,200.",Restaurant,Local,Terproses,
23 May 2024,Riviera Bistro,Riviera Pererenan / CLANDESTINO FOOD GROUP,Rp,"116,166,000.","12,778,260.","128,944,260.",Restaurant,Local,Terproses,
23 Jul 2024,Riviera Bistro,Riviera Pererenan / CLANDESTINO FOOD GROUP,Rp,"1,200,000.","132,000.","1,332,000.",Restaurant,Local,Terproses,
25 Jul 2024,Riviera Bistro,Riviera Pererenan / CLANDESTINO FOOD GROUP,Rp,"5,670,000.","623,700.","6,293,700.",Restaurant,Local,Terproses,
21 Aug 2024,Riviera Bistro,Riviera Pererenan / CLANDESTINO FOOD GROUP,Rp,"18,500,000.","2,035,000.","20,535,000.",Restaurant,Local,Terproses,
14 Nov 2024,Riviera Bistro,Riviera Pererenan / CLANDESTINO FOOD GROUP,Rp,"1,680,000.","184,800.","1,864,800.",Restaurant,Local,Terproses,
21 Jan 2025,Riviera Bistro,Riviera Pererenan / CLANDESTINO FOOD GROUP,Rp,"12,610,000.","1,387,100.","13,997,100.",Restaurant,Local,Terproses,
24 Jan 2025,Riviera Bistro,Riviera Pererenan / CLANDESTINO FOOD GROUP,Rp,"6,060,000.","666,600.","6,726,600.",Restaurant,Local,Terproses,
12 Aug 2024,Rosewood Hotel Doha,Royal Hospitality Co W.L.L,$,"9,425.",0.,"9,425.",Hotel,Export,Terproses,
05 Mar 2025,Rosewood Hotel Doha,Royal Hospitality Co W.L.L,$,187.15,0.,187.15,Hotel,Export,Terproses,
17 Dec 2024,"SSP Taurus Gemilang Indonesia, PT",Revolver Inter/Domestik,Rp,"9,000,000.","990,000.","9,990,000.",Restaurant,Umum,Terproses,
17 Dec 2024,"SSP Taurus Gemilang Indonesia, PT",Revolver Inter/Domestik,Rp,"12,000,000.","1,320,000.","13,320,000.",Restaurant,Umum,Terproses,
12 Dec 2024,Samabe Luxury Resort,Samabe Luxury Resort,Rp,"15,840,000.","1,742,400.","17,582,400.",Hotel,Local,Terproses,
16 May 2024,Samanvaya,Zen Happy,Rp,"49,350,000.","5,428,500.","54,778,500.",Hotel,Local,Terproses,
08 Jul 2024,Samanvaya,Zen Happy,Rp,"3,225,000.","354,750.","3,579,750.",Hotel,Local,Terproses,
28 Aug 2024,Samanvaya,Zen Happy,Rp,"3,840,000.","422,400.","4,262,400.",Hotel,Local,Terproses,
07 Feb 2025,Samanvaya,Zen Happy,Rp,"22,205,000.","2,442,550.","24,647,550.",Hotel,Local,Terproses,
30 May 2024,Santanera,Santanera,Rp,"22,080,000.","2,428,800.","24,508,800.",Restaurant,Local,Terproses,
10 Sep 2024,Sardine,Kclub Sardine Bali,Rp,"15,870,000.","1,745,700.","17,615,700.",Restaurant,Local,Terproses,
25 Mar 2024,Sejahtera Indoco,Nusa Dua Beach,Rp,"5,040,000.","554,400.","5,594,400.",Hotel,Local,Terproses,
23 Aug 2024,Sejahtera Indoco,Nusa Dua Beach,Rp,"43,350,000.","4,768,500.","48,118,500.",Hotel,Local,Terproses,
19 Sep 2024,Sejahtera Indoco,Nusa Dua Beach,Rp,"16,200,000.","1,782,000.","17,982,000.",Hotel,Local,Terproses,
09 Dec 2024,Selera Dapur Sedap,Jin Joo,Rp,"16,680,000.","1,834,800.","18,514,800.",Restaurant,Local,Terproses,
08 Jan 2024,Seniman Industries,Seniman Caffe,Rp,"3,200,000.","352,000.","3,552,000.",Hotel,Local,Terproses,
06 May 2024,Seniman Industries,Seniman Caffe,Rp,"3,840,000.","422,400.","4,262,400.",Hotel,Local,Terproses,
25 Oct 2024,Seniman Industries,Seniman Caffe,Rp,"15,200,000.","1,672,000.","16,872,000.",Hotel,Local,Terproses,
28 May 2024,Sequitur Resorts Pty Limited (Six Senses Fiji),Six Senses Fiji,$,"1,467.",0.,"1,467.",Hotel,Export,Terproses,
16 Jan 2024,Sharon Frances,Sharon Frances,Rp,"15,440,000.","1,698,400.","17,138,400.",Personal,Local,Terproses,
03 Jan 2024,Shelter Indonesia Group,Shelter Seminyak,Rp,"15,000,000.","1,650,000.","16,650,000.",Restaurant,Local,Terproses,
26 Mar 2024,Shelter Indonesia Group,Shelter Seminyak,Rp,"3,300,000.","363,000.","3,663,000.",Restaurant,Local,Menunggu diproses,
26 Mar 2024,Shelter Indonesia Group,Shelter Pererenan,Rp,"14,150,000.","1,556,500.","15,706,500.",Restaurant,Local,Terproses,
26 Mar 2024,Shelter Indonesia Group,Shelter Canggu,Rp,"178,058,500.","19,586,435.","197,644,935.",Restaurant,Local,Terproses,
12 Aug 2024,Shelter Indonesia Group,Shelter Seminyak,Rp,"3,500,000.","385,000.","3,885,000.",Restaurant,Local,Terproses,
12 Aug 2024,Shelter Indonesia Group,Shelter Pererenan,Rp,"15,840,000.","1,742,400.","17,582,400.",Restaurant,Local,Terproses,
18 Dec 2024,Shelter Indonesia Group,Shelter Pererenan,Rp,"7,500,000.","825,000.","8,325,000.",Restaurant,Local,Terproses,
17 Mar 2025,Shelter Indonesia Group,Shelter Pererenan,Rp,"17,800,000.","1,958,000.","19,758,000.",Restaurant,Local,Terproses,
31 Jan 2024,Sheraton Melbourne Hotel,Sheraton,$,780.,0.,780.,Hotel,Export,Sebagian diproses,
19 Sep 2024,Silolona Pinisi Eksplorer,Silolona,Rp,"100,560,000.","11,061,600.","111,621,600.",Hotel,Local,Terproses,
03 Jul 2024,Simon & Son's,Simon & Son's,Rp,"170,485,000.","18,753,350.","189,238,350.",Restaurant,Local,Terproses,
28 Jan 2025,Six Senses Con Dao,Six Senses Con Dao,$,"5,261.",0.,"5,261.",Hotel,Export,Terproses,
27 Feb 2025,Smeeta - Chef Jolly,Chef Jolly,$,"3,257.",0.,"3,257.",Restaurant,Export,Terproses,
30 Jan 2025,Solana Retreat Ubud,Bali Wellness Retreat,Rp,"27,700,000.","3,047,000.","30,747,000.",Hotel,Local,Terproses,
05 Apr 2024,Sonia,Sonia,$,"3,091.42",0.,"3,091.42",Personal,Export,Menunggu diproses,
28 Mar 2024,Southern Dunes Operations & Maintenance Co.,Six Sense Dunes/The Parker Company,$,"2,355.6",0.,"2,355.6",Hotel,Export,Terproses,
26 Jun 2024,Southern Dunes Operations & Maintenance Co.,Six Sense Dunes/The Parker Company,$,412.5,0.,412.5,Hotel,Export,Terproses,
23 May 2024,Spirit Real-Estate Development Company,Grand Hyatt Kuwait,$,"11,400.",0.,"11,400.",Hotel,Export,Terproses,
21 Mar 2024,Success Venture Hotel Investment,Pan Pacific Hotel,Rp,"822,825,500.","90,510,802.","913,336,277.",Hotel,Local,Terproses,
17 Jun 2024,Success Venture Hotel Investment,Pan Pacific Hotel,Rp,"6,379,000.","536,690.","6,915,690.",Hotel,Local,Terproses,
20 Feb 2024,Success Venture Hotel Investments,Fieldwork/Pan Pacific,Rp,"2,765,000.","194,150.","2,959,150.",Hotel,Local,Terproses,
17 Feb 2024,Sungguh Sangat Nikmat,Bodass Dessert Bar,Rp,"40,440,000.","4,448,400.","44,888,400.",Restaurant,Local,Terproses,
13 Jan 2025,"Surabaya Boga, CV",Surabaya Boga,Rp,"10,070,000.","1,107,700.","11,177,700.",Restaurant,Umum,Terproses,
30 Jan 2025,"Surabaya Boga, CV",Surabaya Boga,Rp,"12,312,000.","1,354,320.","13,666,320.",Restaurant,Umum,Terproses,
21 Mar 2025,Surasang PIK,Surasang,Rp,"41,495,000.","4,564,450.","46,059,450.",Local,Local,Terproses,
15 Apr 2024,Sutera Bali,Mamasan,Rp,"22,800,000.","2,508,000.","25,308,000.",Restaurant,Local,Terproses,
30 Apr 2024,Sutera Bali,Mamasan,Rp,"7,740,000.","851,400.","8,591,400.",Restaurant,Local,Terproses,
09 May 2024,Sutera Bali,Mamasan,Rp,"6,360,000.","699,600.","7,059,600.",Restaurant,Local,Terproses,
08 Oct 2024,Sutera Bali,Mamasan,Rp,"16,500,000.","1,815,000.","18,315,000.",Restaurant,Local,Terproses,
11 Mar 2025,Sutera Bali,Mamasan,Rp,"3,120,000.","343,200.","3,463,200.",Restaurant,Local,Terproses,
26 Dec 2024,Tabula Rasa,Swe Development Lombok,Rp,"4,600,000.","506,000.","5,106,000.",Hotel,Local,Menunggu diproses,
21 Feb 2025,Tabula Rasa,Swe Development Lombok,Rp,"90,960,000.","10,005,600.","100,965,600.",Hotel,Local,Terproses,
10 Jul 2024,Tanadewa Resort & Spa Ubud,Tanadewa Resort & Spa Ubud,Rp,"38,520,000.","4,237,200.","42,757,200.",Hotel,Local,Terproses,
27 Feb 2025,Tanadewa Resort & Spa Ubud,Tanadewa Resort & Spa Ubud,Rp,"38,520,000.","4,237,200.","42,757,200.",Hotel,Local,Terproses,
17 Dec 2024,Tanjung Benoa Indonesia,Holiday in Benoa,Rp,"1,125,000.","123,750.","1,248,750.",Hotel,Local,Terproses,
17 Dec 2024,Tanjung Benoa Indonesia,Holiday in Benoa,Rp,"41,940,000.","4,613,400.","46,553,400.",Hotel,Local,Terproses,
17 Dec 2024,Tanjung Benoa Indonesia,Holiday in Benoa,Rp,"27,020,000.","2,972,200.","29,992,200.",Hotel,Local,Terproses,
21 Mar 2025,Tanjung Benoa Indonesia,Holiday in Benoa,Rp,"9,360,000.","1,029,600.","10,389,600.",Hotel,Local,Terproses,
04 Jun 2024,Taurus Gemilang,Revolver Taurus,Rp,"47,110,000.","5,182,100.","52,292,100.",Restaurant,Local,Terproses,
30 Sep 2024,Taurus Gemilang,Revolver Taurus,Rp,"355,000.","39,050.","394,050.",Restaurant,Local,Menunggu diproses,
29 Jul 2024,Tejaprana Spa & Resort,Taman Ayung,Rp,"15,300,000.","1,683,000.","16,983,000.",Hotel,Local,Terproses,
29 Jul 2024,Tejaprana Spa & Resort,Taman Ayung,Rp,"21,450,000.","2,359,500.","23,809,500.",Hotel,Local,Terproses,
29 Jul 2024,Tejaprana Spa & Resort,Taman Ayung,Rp,"63,400,000.","6,974,000.","70,374,000.",Hotel,Local,Terproses,
16 May 2024,Telaga Cita Rasa,Nam Heong,Rp,"19,440,000.","2,138,400.","21,578,400.",Personal,Local,Terproses,
06 Nov 2024,The Asa Maia,Asa Maia,Rp,"7,000,000.","770,000.","7,770,000.",Hotel,Local,Terproses,
06 Nov 2024,The Asa Maia,Asa Maia,Rp,"8,666,000.","953,260.","9,619,260.",Hotel,Local,Terproses,
08 May 2024,The Damai Hotel,Normann Indonesia,Rp,"53,050,000.","5,835,500.","58,885,500.",Hotel,Local,Terproses,
12 Sep 2024,The Damai Hotel,Normann Indonesia,Rp,"35,620,000.","3,918,200.","39,538,200.",Hotel,Local,Terproses,
10 May 2024,The Lemon Tree Curacao,The Lemon Tree Curacao,Rp,"691,362,500.","68,513,400.","691,362,500.",Hotel,Local,Terproses,
23 Jan 2024,The Lombok Lodge,Lombok Lodge,Rp,"61,000,000.","6,710,000.","67,710,000.",Hotel,Local,Terproses,
25 Nov 2024,The Oberoi Beach Resort Bali,Oberoi Beach,Rp,"115,325,000.","12,685,750.","128,010,750.",Hotel,Local,Terproses,
23 May 2024,The Ritz Carlton Bahrain,The Ritz Carlton Bahrain,$,"13,950.",0.,"15,250.",Hotel,Export,Terproses,
06 Jun 2024,The Royal Purnama,The Royal Purnama,Rp,"21,480,000.","2,362,800.","23,842,800.",Hotel,Local,Terproses,
17 Feb 2024,The Sanubari Hotel,MDA ABS Kuningan,Rp,"6,750,000.","742,500.","7,492,500.",Hotel,Local,Sebagian diproses,
08 Aug 2024,The Sanubari Hotel,MDA ABS Kuningan,Rp,"28,200,000.","3,102,000.","31,302,000.",Hotel,Local,Terproses,
10 Feb 2025,The Sanubari Hotel,MDA ABS Kuningan,Rp,"98,562,500.","10,841,875.","109,404,375.",Hotel,Local,Terproses,
05 Apr 2024,Ulekan Berawa,Ni Wayan Jonti,Rp,"10,980,000.","1,207,800.","12,187,800.",Restaurant,Local,Terproses,
19 Mar 2025,Ulu Garden,Merta Surya Buana,Rp,"131,660,000.","13,758,470.","138,835,470.",Restaurant,Local,Terproses,
11 Nov 2024,Ungasan Semesta Resort,QQ Siti Agung Makmur (LXR),Rp,"37,409,250.","4,115,017.","41,524,267.",Hotel,Local,Terproses,
24 Dec 2024,Ungasan Semesta Resort,QQ Siti Agung Makmur (LXR),Rp,"17,052,000.","1,875,720.","18,927,720.",Hotel,Local,Terproses,
16 Sep 2024,Usaha Liburan Uluwatu,Mana Uluwatu Restaurant,Rp,"52,725,000.","5,799,750.","58,524,750.",Restaurant,Local,Terproses,
19 Jul 2024,Usaha Pogu Boga,Soichiro,Rp,"14,880,000.","1,636,800.","16,516,800.",Restaurant,Local,Terproses,
10 Jan 2024,Vista Padang Asri,Suarga Resort,Rp,"2,250,000.","247,500.","2,497,500.",Hotel,Local,Terproses,
20 May 2024,Vista Padang Asri,Suarga Resort,Rp,"9,250,000.","1,017,500.","10,267,500.",Hotel,Local,Terproses,
03 Feb 2025,Vista Padang Asri,Suarga Resort,Rp,"4,200,000.","462,000.","4,662,000.",Hotel,Local,Terproses,
03 Feb 2025,Vista Padang Asri,Suarga Resort,Rp,"2,040,000.","224,400.","2,264,400.",Hotel,Local,Terproses,
20 Dec 2024,W Hotel Maldives,W Hotel Maldives,$,"11,732.5",0.,"11,732.5",Hotel,Export,Terproses,
04 Mar 2024,Wahana Duta Jaya Rucika,Ibu Ming/Elaine,Rp,"34,420,000.","3,786,200.","38,206,200.",Personal,Local,Terproses,
03 May 2024,Wakatobi Resort,Wakatobi,Rp,"1,440,000.","158,400.","1,598,400.",Hotel,Local,Terproses,
16 May 2024,Wakatobi Resort,Wakatobi,Rp,"5,550,000.","610,500.","6,160,500.",Hotel,Local,Menunggu diproses,
01 Mar 2024,Waldorf Astoria Maldives Ithaa Fushi,Waldorf Astoria,$,"1,410.",0.,"1,410.",Hotel,Export,Terproses,
27 Mar 2024,Waldorf Astoria Maldives Ithaa Fushi,Waldorf Astoria,$,"2,496.",0.,"2,496.",Hotel,Export,Terproses,
18 Apr 2024,Waldorf Astoria Maldives Ithaa Fushi,Waldorf Astoria,$,"3,240.",0.,"3,240.",Hotel,Export,Terproses,
26 Apr 2024,Waldorf Astoria Maldives Ithaa Fushi,Waldorf Astoria,$,"15,512.",0.,"15,512.",Hotel,Export,Terproses,
20 Dec 2024,Waldorf Astoria Maldives Ithaa Fushi,Waldorf Astoria,$,"16,602.21",0.,"16,602.21",Hotel,Export,Terproses,
26 Feb 2024,Wana Kamala Gemilang,Omma Bali,Rp,"118,512,500.","13,036,375.","131,548,875.",Restaurant,Local,Terproses,
27 Mar 2024,Wynncor Bali,Andaz Bali,Rp,"21,750,000.","2,392,500.","24,142,500.",Hotel,Local,Sebagian diproses,
21 Jun 2024,Wynncor Bali,Andaz Bali,Rp,"10,000,000.","1,100,000.","11,100,000.",Hotel,Local,Terproses,
18 Jul 2024,Wynncor Bali,Andaz Bali,Rp,"17,350,000.","1,908,500.","19,258,500.",Hotel,Local,Terproses,
21 Feb 2025,Wynncor Bali,Andaz Bali,Rp,"3,300,000.","363,000.","3,663,000.",Hotel,Local,Terproses,
21 Feb 2025,Wynncor Bali,Andaz Bali,Rp,"26,200,000.","2,882,000.","29,082,000.",Hotel,Local,Terproses,
17 May 2024,Yawara Boga Indonesia,Yawara,Rp,"271,590,000.","29,874,900.","301,464,900.",Restaurant,Local,Terproses,
04 Sep 2024,Zi Biru,Zi Biru,Rp,"33,050,500.","3,635,555.","36,686,055.",Restaurant,Local,Terproses,
31 Dec 2024,Zi Biru,Zi Biru,Rp,"6,500,000.","715,000.","7,215,000.",Restaurant,Local,Terproses,
,,,,,,,,,,
