invoice_number,Date,Company_Name,Brand_Name,Total,Customer_Category,Trade_Type,Total_Quantity,Country,Total_USD
SI.2023.08.00208,2023-08-21,mitra teknik sukses,Oslo,52947000.0,Agent,Local,300.0,Indonesia,3266.257042282628
SI.2023.08.00209,2023-08-18,ungasan semesta resort,QQ Siti Agung Makmur (LXR),7401591.0,Hotel,Local,64.0,Indonesia,456.5980835145659
SI.2023.08.00210,2023-08-07,anaamaya resort seminyak,Alila Seminyak,1344070.0,Hotel,Local,12.0,Indonesia,82.91457689426807
SI.2023.08.00211,2023-08-11,ungasan semesta resort,QQ Siti Agung Makmur (LXR),71765496.0,Hotel,Local,352.0,Indonesia,4427.154639600086
SI.2023.08.00212,2023-08-07,anaamaya resort seminyak,Alila Seminyak,7364850.0,Hotel,Local,45.0,Indonesia,454.33156133218523
SI.2023.08.00213,2023-08-04,bali selaras indah sejati,The Cave,2414250.0,Restaurant,Local,15.0,Indonesia,148.93310412923933
SI.2023.08.00214,2023-08-07,kreasi cipta karsa,The Langham Jakarta,5080000.0,Hotel,Local,,Indonesia,313.38103716538706
SI.2023.08.00215,2023-08-11,ungasan semesta resort,QQ Siti Agung Makmur (LXR),13770882.0,Hotel,Local,86.0,Indonesia,849.5144259531811
SI.2023.08.00216,2023-08-18,ali bey malidives pvt. ltd. (joali muravandhoo),Joali Muravandhoo,725.11,Hotel,Export,,Maldives,725.11
SI.2023.08.00217,2023-08-18,nae um,Nae UM,1690.0,Restaurant,Export,1.0,Singapore,1690.0
SI.2023.08.00218,2023-08-14,good food cafe,Milk & Madu Beach Road,2275500.0,Restaurant,Local,10.0,Indonesia,140.37373032870832
SI.2023.08.00219,2023-08-18,amanda arumdhani,Four Season Sayan,5727600.0,Hotel,Local,34.0,Indonesia,353.3309504859195
SI.2023.08.00220,2023-08-04,ungasan semesta resort,QQ Siti Agung Makmur (LXR),14865120.0,Hotel,Local,120.0,Indonesia,917.0170714936887
SI.2023.08.00221,2023-08-04,ungasan semesta resort,QQ Siti Agung Makmur (LXR),27722416.0,Hotel,Local,234.0,Indonesia,1710.1731257500633
SI.2023.08.00222,2023-08-22,bali perkasa sukses,Indigo Bali,10722600.0,Hotel,Local,42.0,Indonesia,661.4684073050353
SI.2023.08.00223,2023-08-22,abirupa nusa cipta,Tejaprana Bisma,12654000.0,Hotel,Local,120.0,Indonesia,780.6148906084268
SI.2023.08.00224,2023-08-23,bukit uluwatu villa,Alila Uluwatu,2997000.0,Hotel,Local,15.0,Indonesia,184.8824740914695
SI.2023.08.00225,2023-08-18,ungasan semesta resort,QQ Siti Agung Makmur (LXR),11055933.0,Hotel,Local,91.0,Indonesia,682.031446923431
SI.2023.08.00226,2023-08-23,bukit uluwatu villa,Alila Uluwatu,7525800.0,Hotel,Local,84.0,Indonesia,464.2604349408012
SI.2023.08.00227,2023-08-22,bali perkasa sukses,Indigo Bali,5799750.0,Hotel,Local,19.0,Indonesia,357.7818248621956
SI.2023.08.00228,2023-08-04,ungasan semesta resort,QQ Siti Agung Makmur (LXR),37596366.0,Hotel,Local,401.0,Indonesia,2319.289009986121
SI.2023.08.00229,2023-08-21,ulekan berawa,Ni Wayan Jonti,5194800.0,Restaurant,Local,24.0,Indonesia,320.4629550918805
SI.2023.08.00230,2023-08-21,prima ismaya sejahtera,Ismaya,1938839.0,Restaurant,Local,,Indonesia,119.605389117461
SI.2023.08.00231,2023-08-04,ungasan semesta resort,QQ Siti Agung Makmur (LXR),94976761.0,Hotel,Local,544.0,Indonesia,5859.038556848245
SI.2023.08.00232,2023-08-18,ungasan semesta resort,QQ Siti Agung Makmur (LXR),21492486.0,Hotel,Local,113.0,Indonesia,1325.8538492012917
SI.2023.08.00233,2023-08-18,ungasan semesta resort,QQ Siti Agung Makmur (LXR),11014641.0,Hotel,Local,105.0,Indonesia,679.4841772803929
SI.2023.08.00234,2023-08-07,mnc land tbk,Park Hyatt Jakarta,2425458.0,Hotel,Local,,Indonesia,149.62451646478058
SI.2023.08.00235,2023-08-04,ungasan semesta resort,QQ Siti Agung Makmur (LXR),27546925.0,Hotel,Local,169.0,Indonesia,1699.3472297671517
SI.2023.08.00236,2023-08-11,ungasan semesta resort,QQ Siti Agung Makmur (LXR),8217108.0,Hotel,Local,53.0,Indonesia,506.9066589645668
SI.2023.08.00237,2023-08-16,sutera bali,Mamasan Dimsum,3663000.0,Restaurant,Local,60.0,Indonesia,225.9674683340183
SI.2023.08.00238,2023-08-21,good food cafe,Milk & Madu Beach Road,4329000.0,Restaurant,Local,20.0,Indonesia,267.05246257656705
SI.2023.08.00239,2023-08-14,good food guys,Milk & Madu Berawa,24087000.0,Restaurant,Local,120.0,Indonesia,1485.9072917721808
SI.2023.08.00244,2023-08-23,mitra mulia boga nusantara,Waterbom,62537400.0,Restaurant,Local,384.0,Indonesia,3857.8809593753303
SI.2023.08.00245,2023-08-24,shed shop,Shed Shop,7089250.0,Retail,Local,3.0,Indonesia,437.33002317415753
SI.2023.08.00246,2023-08-25,shed shop,Shed Shop,1735000.0,Retail,Local,3.0,Indonesia,107.03072824447767
SI.2023.08.00247,2023-08-26,shed shop,Shed Shop,3100000.0,Retail,Local,3.0,Indonesia,191.23645968753937
SI.2023.08.00248,2023-08-27,shed shop,Shed Shop,500000.0,Retail,Local,1.0,Indonesia,30.84459027218377
SI.2023.08.00249,2023-08-24,sanur shop,Home Sanur,3080000.0,Retail,Local,1.0,Indonesia,190.002676076652
SI.2023.08.00250,2023-08-25,sanur shop,Home Sanur,3416000.0,Retail,Local,2.0,Indonesia,210.7302407395595
SI.2023.08.00251,2023-08-26,sanur shop,Home Sanur,820000.0,Retail,Local,1.0,Indonesia,50.58512804638138
SI.2023.08.00252,2023-08-27,sanur shop,Home Sanur,10355000.0,Retail,Local,3.0,Indonesia,638.7914645369258
SI.2023.08.00253,2023-08-24,ubud shop,Home Ubud,3855000.0,Retail,Local,2.0,Indonesia,237.81179099853685
SI.2023.08.00254,2023-08-25,ubud shop,Home Ubud,10356000.0,Retail,Local,2.0,Indonesia,638.8531537174701
SI.2023.08.00255,2023-08-26,ubud shop,Home Ubud,4325000.0,Retail,Local,2.0,Indonesia,266.8057058543896
SI.2023.08.00256,2023-08-27,ubud shop,Home Ubud,6135000.0,Retail,Local,3.0,Indonesia,378.4631226396948
SI.2023.08.00257,2023-08-24,uluwatu shop,Home Uluwatu,1370000.0,Retail,Local,2.0,Indonesia,84.51417734578352
SI.2023.08.00258,2023-08-25,uluwatu shop,Home Uluwatu,4293000.0,Retail,Local,1.0,Indonesia,264.8316520769698
SI.2023.08.00259,2023-08-26,uluwatu shop,Home Uluwatu,333500.0,Retail,Local,1.0,Indonesia,20.573341711546572
SI.2023.08.00260,2023-08-27,uluwatu shop,Home Uluwatu,4510000.0,Retail,Local,1.0,Indonesia,278.2182042550976
SI.2023.08.00261,2023-08-27,bazzar labrisa,Bazzar Labrisa,3765000.0,Retail,Local,2.0,Indonesia,232.25976474954376
SI.2023.08.00262,2023-07-31,bali giri kencana,Four Season Resort Jimbaran Bay,878800.0,Hotel,Local,1.0,Indonesia,54.21245186239019
SI.2023.08.00263,2023-08-18,ungasan semesta resort,QQ Siti Agung Makmur (LXR),10178478.0,Hotel,Local,68.0,Indonesia,627.9019670088729
SI.2023.08.00264,2023-08-23,ungasan semesta resort,QQ Siti Agung Makmur (LXR),17063919.0,Hotel,Local,70.0,Indonesia,1052.6591799854634
SI.2023.08.00265,2023-08-23,ungasan semesta resort,QQ Siti Agung Makmur (LXR),6906087.0,Hotel,Local,68.0,Indonesia,426.03084779810956
SI.2023.08.00266,2023-08-21,jethro,Jethro,4662000.0,Restaurant,Local,60.0,Indonesia,287.59495969784143
SI.2023.08.00268,2023-08-24,maya resort,Maya Sanur,12506379.0,Hotel,Local,64.0,Indonesia,771.5082720872867
SI.2023.08.00270,2023-08-09,style point,Style Point,358.4,Agent,Export,112.0,Netherlands,358.4
SI.2023.08.00271,2023-08-10,nae um,Nae UM,4410.0,Restaurant,Export,300.0,Singapore,4410.0
SI.2023.08.00273,2023-08-23,revenue studio,Studio,2000000.0,Studio,Local,1.0,Indonesia,123.37836108873508
SI.2023.08.00274,2023-08-23,revenue studio,Studio,1600000.0,Studio,Local,1.0,Indonesia,98.70268887098806
SI.2023.08.00275,2023-08-23,revenue studio,Studio,1600000.0,Studio,Local,1.0,Indonesia,98.70268887098806
SI.2023.08.00276,2023-08-23,revenue studio,Studio,1600000.0,Studio,Local,1.0,Indonesia,98.70268887098806
SI.2023.08.00277,2023-08-23,revenue studio,Studio,3200000.0,Studio,Local,2.0,Indonesia,197.4053777419761
SI.2023.08.00278,2023-08-23,revenue studio,Studio,3200000.0,Studio,Local,2.0,Indonesia,197.4053777419761
SI.2023.08.00279,2023-08-23,revenue studio,Studio,1600000.0,Studio,Local,1.0,Indonesia,98.70268887098806
SI.2023.08.00280,2023-08-23,revenue studio,Studio,1600000.0,Studio,Local,1.0,Indonesia,98.70268887098806
SI.2023.08.00281,2023-08-24,revenue studio,Studio,600000.0,Studio,Local,1.0,Indonesia,37.013508326620524
SI.2023.08.00282,2023-08-24,revenue studio,Studio,2100000.0,Studio,Local,1.0,Indonesia,129.54727914317183
SI.2023.08.00283,2023-08-29,bali giri kencana,Four Season Resort Jimbaran Bay,5949600.0,Hotel,Local,20.0,Indonesia,367.0259485667691
SI.2023.08.00284,2023-08-28,shed shop,Shed Shop,2695000.0,Retail,Local,3.0,Indonesia,166.25234156707052
SI.2023.08.00285,2023-08-29,shed shop,Shed Shop,13311500.0,Retail,Local,3.0,Indonesia,821.1755268163485
SI.2023.08.00286,2023-08-30,shed shop,Shed Shop,1395000.0,Retail,Local,2.0,Indonesia,86.05640685939271
SI.2023.08.00287,2023-08-26,revenue studio,Studio,1800000.0,Studio,Local,9.0,Indonesia,111.04052497986156
SI.2023.08.00288,2023-08-27,revenue studio,Studio,125000.0,Studio,Local,1.0,Indonesia,7.711147568045942
SI.2023.08.00290,2023-08-28,revenue studio,Studio,1200000.0,Studio,Local,2.0,Indonesia,74.02701665324105
SI.2023.08.00291,2023-08-28,revenue studio,Studio,1200000.0,Studio,Local,4.0,Indonesia,74.02701665324105
SI.2023.08.00292,2023-08-28,revenue studio,Studio,1200000.0,Studio,Local,2.0,Indonesia,74.02701665324105
SI.2023.08.00293,2023-08-28,bali perkasa sukses,Indigo Bali,5633250.0,Hotel,Local,23.0,Indonesia,347.5105763015584
SI.2023.08.00294,2023-08-28,bali perkasa sukses,Indigo Bali,1698300.0,Hotel,Local,6.0,Indonesia,104.76673531849939
SI.2023.08.00295,2023-08-28,bali perkasa sukses,Indigo Bali,3196650.0,Hotel,Local,18.0,Indonesia,197.1987189871525
SI.2023.08.00296,2023-08-28,ulekan berawa,Ni Wayan Jonti,4662000.0,Restaurant,Local,24.0,Indonesia,287.59495969784143
SI.2023.08.00297,2023-08-30,bukit uluwatu villa,Alila Uluwatu,1798200.0,Hotel,Local,9.0,Indonesia,110.9294844548817
SI.2023.08.00298,2023-08-30,bukit uluwatu villa,Alila Uluwatu,8791200.0,Hotel,Local,96.0,Indonesia,542.3219240016439
SI.2023.08.00299,2023-08-28,ubud shop,Home Ubud,16672100.0,Retail,Local,2.0,Indonesia,1028.48818695375
SI.2023.08.00300,2023-08-29,ubud shop,Home Ubud,7715000.0,Retail,Local,1.0,Indonesia,475.9320278997955
SI.2023.08.00301,2023-08-30,ubud shop,Home Ubud,7140000.0,Retail,Local,2.0,Indonesia,440.4607490867842
SI.2023.08.00302,2023-08-28,sanur shop,Home Sanur,475000.0,Retail,Local,1.0,Indonesia,29.30236075857458
SI.2023.08.00303,2023-08-29,sanur shop,Home Sanur,4905000.0,Retail,Local,1.0,Indonesia,302.58543057012275
SI.2023.08.00304,2023-08-30,sanur shop,Home Sanur,2225000.0,Retail,Local,2.0,Indonesia,137.25842671121777
SI.2023.08.00305,2023-08-28,uluwatu shop,Home Uluwatu,1360000.0,Retail,Local,2.0,Indonesia,83.89728554033985
SI.2023.08.00306,2023-08-29,uluwatu shop,Home Uluwatu,5289000.0,Retail,Local,1.0,Indonesia,326.27407589915987
SI.2023.08.00307,2023-08-30,uluwatu shop,Home Uluwatu,11786000.0,Retail,Local,1.0,Indonesia,727.0686818959158
SI.2023.08.00308,2023-08-24,lobby shop,Home Lobby,4805000.0,Retail,Local,2.0,Indonesia,296.416512515686
SI.2023.08.00309,2023-08-28,lobby shop,Home Lobby,11198600.0,Retail,Local,2.0,Indonesia,690.8324572441543
SI.2023.08.00310,2023-08-29,lobby shop,Home Lobby,37500.0,Retail,Local,1.0,Indonesia,2.3133442704137828
SI.2023.08.00311,2023-08-30,lobby shop,Home Lobby,900000.0,Retail,Local,1.0,Indonesia,55.52026248993078
SI.2023.08.00313,2023-08-31,lobby shop,Home Lobby,12582000.0,Retail,Local,1.0,Indonesia,776.1732696092323
SI.2023.08.00314,2023-08-30,bali perkasa sukses,Indigo Bali,7387050.0,Hotel,Local,29.0,Indonesia,455.7010611402702
SI.2023.08.00315,2023-08-30,bali perkasa sukses,Indigo Bali,3607500.0,Hotel,Local,26.0,Indonesia,222.54371881380587
SI.2023.08.00316,2023-08-30,bali perkasa sukses,Indigo Bali,23421000.0,Hotel,Local,98.0,Indonesia,1444.8222975296321
SI.2023.08.00317,2023-08-30,bali perkasa sukses,Indigo Bali,4009000.0,Hotel,Local,40.0,Indonesia,247.31192480236945
SI.2023.08.00318,2023-08-31,mandra alila,Alila Manggis,48074100.0,Hotel,Local,163.0,Indonesia,2965.651834407979
SI.2023.08.00319,2023-08-31,sanur shop,Home Sanur,450000.0,Retail,Local,1.0,Indonesia,27.76013124496539
SI.2023.08.00320,2023-08-31,ubud shop,Home Ubud,3620000.0,Retail,Local,1.0,Indonesia,223.3148335706105
SI.2023.08.00321,2023-08-31,shed shop,Shed Shop,4290000.0,Retail,Local,2.0,Indonesia,264.64658453533673
SI.2023.08.00324,2023-08-30,griya bali dwipa,The Legian,55527750.0,Hotel,Local,305.0,Indonesia,3425.4613949725044
SI.2023.08.00325,2023-08-30,the sanubari hotel,MDA ABS Kuningan,8169600.0,Hotel,Local,58.0,Indonesia,503.975929375265
SI.2023.08.00326,2023-08-30,the sanubari hotel,MDA ABS Kuningan,13450050.0,Hotel,Local,110.0,Indonesia,829.7225627807705
SI.2023.08.00327,2023-08-07,range developments msd limited (six sense grenada),Six Sense Grenada,36587.7,Hotel,Export,3431.0,Grenada,36587.7
SI.2023.08.00328,2023-08-07,range developments msd limited (six sense grenada),Six Sense Grenada,9671.0,Hotel,Export,819.0,Grenada,9671.0
SI.2023.08.00330,2023-08-25,leisure oceans private limited (six sense kanuhura),Six Sense Kanuhura,10695.0,Hotel,Export,866.0,Maldives,10695.0
SI.2023.08.00332,2023-08-04,four season resort maldives,Four Season Maldives,2370.0,Hotel,Export,235.0,Maldives,2370.0
SI.2023.08.00350,2023-08-01,revenue studio,Studio,5000000.0,Studio,Local,1.0,Indonesia,308.4459027218377
SI.2023.08.00351,2023-08-29,revenue studio,Studio,600000.0,Studio,Local,1.0,Indonesia,37.013508326620524
SI.2023.08.00352,2023-08-25,revenue studio,Studio,1600000.0,Studio,Local,1.0,Indonesia,98.70268887098806
SI.2023.08.00353,2023-08-25,revenue studio,Studio,1600000.0,Studio,Local,1.0,Indonesia,98.70268887098806
SI.2023.08.00354,2023-08-25,revenue studio,Studio,1600000.0,Studio,Local,1.0,Indonesia,98.70268887098806
SI.2023.08.00355,2023-08-25,revenue studio,Studio,1600000.0,Studio,Local,1.0,Indonesia,98.70268887098806
SI.2023.08.00356,2023-08-25,revenue studio,Studio,1600000.0,Studio,Local,1.0,Indonesia,98.70268887098806
SI.2023.08.00357,2023-08-25,revenue studio,Studio,1600000.0,Studio,Local,1.0,Indonesia,98.70268887098806
SI.2023.08.00358,2023-08-25,revenue studio,Studio,1600000.0,Studio,Local,1.0,Indonesia,98.70268887098806
SI.2023.08.00359,2023-08-25,revenue studio,Studio,1600000.0,Studio,Local,1.0,Indonesia,98.70268887098806
SI.2023.08.00360,2023-08-25,revenue studio,Studio,1600000.0,Studio,Local,1.0,Indonesia,98.70268887098806
SI.2023.08.00361,2023-08-10,revenue studio,Studio,3900000.0,Studio,Local,,Indonesia,240.58780412303338
SI.2023.08.00363,2023-08-25,shelter indonesia group,Shelter Seminyak,37090650.0,Restaurant,Local,317.0,Indonesia,2288.091804357946
SI.2023.08.00364,2023-08-07,the st regis maldives vommuli resort,St Regis Maldives,462.0,Hotel,Export,60.0,Maldives,462.0
SI.2023.08.00365,2023-08-30,dong hai hospitality,Dong Hai,12647.17,Hotel,Export,733.0,Vietnam,12647.17
SI.2023.08.00366,2023-08-14,renarte general trading llc,Renarte,2066.0,Agent,Export,105.0,United Arab Emirates,2066.0
SI.2023.08.00372,2023-08-25,cahaya warna prima,Six Sense Uluwatu,5805300.0,Hotel,Local,28.0,Indonesia,358.12419981421687
SI.2023.08.00378,2023-12-07,mg hotel supplies llc,MG Hotel,1506.0,Agent,Export,74.0,United Arab Emirates,1506.0
SI.2023.08.00385,2023-08-25,cahaya warna prima,Six Sense Uluwatu,32284350.0,Hotel,Local,237.0,Indonesia,1991.595095907552
SI.2023.08.00387,2023-08-26,sales kevala home,Home Kevala,3690000.0,Retail,Local,1.0,Indonesia,227.6330762087162
SI.2023.08.00389,2023-08-31,jia,Jia,795000.0,Artist Collaboration,Local,1.0,Indonesia,49.04289853277219
SI.2023.08.00390,2023-08-31,bali giri kencana,Four Season Resort Jimbaran Bay,878800.0,Hotel,Local,1.0,Indonesia,54.21245186239019
SI.2023.08.00392,2023-08-31,revenue studio,Studio,3000000.0,Studio,Local,15.0,Indonesia,185.0675416331026
SI.2023.08.00393,2023-08-31,revenue studio,Studio,400000.0,Studio,Local,2.0,Indonesia,24.675672217747014
SI.2023.08.00395,2023-08-23,ungasan semesta resort,QQ Siti Agung Makmur (LXR),11974680.0,Hotel,Local,80.0,Indonesia,738.708196481027
SI.2023.09.00017,2023-09-01,shed shop,Shed Shop,5370000.0,Retail,Local,4.0,Indonesia,331.27089952325366
SI.2023.09.00018,2023-09-02,shed shop,Shed Shop,11430000.0,Retail,Local,3.0,Indonesia,705.1073336221209
SI.2023.09.00019,2023-09-03,shed shop,Shed Shop,6430000.0,Retail,Local,3.0,Indonesia,396.6614309002832
SI.2023.09.00020,2023-09-04,shed shop,Shed Shop,9343000.0,Retail,Local,3.0,Indonesia,576.3620138260259
SI.2023.09.00021,2023-09-05,shed shop,Shed Shop,1280000.0,Retail,Local,2.0,Indonesia,78.96215109679045
SI.2023.09.00022,2023-09-06,shed shop,Shed Shop,4725000.0,Retail,Local,3.0,Indonesia,291.4813780721366
SI.2023.09.00023,2023-09-07,shed shop,Shed Shop,2560000.0,Retail,Local,3.0,Indonesia,157.9243021935809
SI.2023.09.00024,2023-09-08,shed shop,Shed Shop,770000.0,Retail,Local,2.0,Indonesia,47.500669019163
SI.2023.09.00025,2023-09-09,shed shop,Shed Shop,5110000.0,Retail,Local,3.0,Indonesia,315.2317125817181
SI.2023.09.00026,2023-09-10,shed shop,Shed Shop,2195000.0,Retail,Local,3.0,Indonesia,135.40775129488674
SI.2023.09.00027,2023-09-01,sanur shop,Home Sanur,1090000.0,Retail,Local,1.0,Indonesia,67.24120679336062
SI.2023.09.00028,2023-09-02,sanur shop,Home Sanur,4405000.0,Retail,Local,1.0,Indonesia,271.740840297939
SI.2023.09.00029,2023-09-03,sanur shop,Home Sanur,1460000.0,Retail,Local,3.0,Indonesia,90.0662035947766
SI.2023.09.00032,2023-09-04,sanur shop,Home Sanur,5820000.0,Retail,Local,2.0,Indonesia,359.03103076821907
SI.2023.09.00033,2023-09-06,sanur shop,Home Sanur,7690000.0,Retail,Local,1.0,Indonesia,474.3897983861863
SI.2023.09.00034,2023-09-07,sanur shop,Home Sanur,1530000.0,Retail,Local,2.0,Indonesia,94.38444623288233
SI.2023.09.00035,2023-09-08,sanur shop,Home Sanur,845000.0,Retail,Local,2.0,Indonesia,52.127357559990564
SI.2023.09.00036,2023-09-10,sanur shop,Home Sanur,3765000.0,Retail,Local,2.0,Indonesia,232.25976474954376
SI.2023.09.00037,2023-09-01,ubud shop,Home Ubud,8528000.0,Retail,Local,2.0,Indonesia,526.0853316823664
SI.2023.09.00038,2023-09-02,ubud shop,Home Ubud,1370000.0,Retail,Local,1.0,Indonesia,84.51417734578352
SI.2023.09.00039,2023-09-03,ubud shop,Home Ubud,4519000.0,Retail,Local,1.0,Indonesia,278.7734068799969
SI.2023.09.00040,2023-09-04,ubud shop,Home Ubud,2530000.0,Retail,Local,2.0,Indonesia,156.07362677724987
SI.2023.09.00041,2023-09-05,ubud shop,Home Ubud,2625000.0,Retail,Local,1.0,Indonesia,161.93409892896477
SI.2023.09.00042,2023-09-06,ubud shop,Home Ubud,7540000.0,Retail,Local,2.0,Indonesia,465.1364213045312
SI.2023.09.00043,2023-09-07,ubud shop,Home Ubud,13410000.0,Retail,Local,3.0,Indonesia,827.2519110999687
SI.2023.09.00044,2023-09-08,ubud shop,Home Ubud,8408000.0,Retail,Local,2.0,Indonesia,518.6826300170422
SI.2023.09.00045,2023-09-09,ubud shop,Home Ubud,6350000.0,Retail,Local,2.0,Indonesia,391.72629645673385
SI.2023.09.00046,2023-09-10,ubud shop,Home Ubud,9710000.0,Retail,Local,1.0,Indonesia,599.0019430858088
SI.2023.09.00047,2023-08-30,leisure oceans private limited (six sense kanuhura),Six Sense Kanuhura,11049.0,Hotel,Export,651.0,Maldives,11049.0
SI.2023.09.00048,2023-09-04,lobby shop,Home Lobby,5172000.0,Retail,Local,1.0,Indonesia,319.0564417754689
SI.2023.09.00049,2023-09-10,bazzar labrisa,Bazzar Labrisa,4430000.0,Retail,Local,3.0,Indonesia,273.28306981154816
SI.2023.09.00050,2023-09-03,bazzar labrisa,Bazzar Labrisa,4980000.0,Retail,Local,4.0,Indonesia,307.2121191109503
SI.2023.09.00051,2023-09-01,revenue studio,Studio,1100000.0,Studio,Local,2.0,Indonesia,67.85809859880429
SI.2023.09.00052,2023-09-01,uluwatu shop,Home Uluwatu,968500.0,Retail,Local,2.0,Indonesia,59.74597135721996
SI.2023.09.00053,2023-09-02,uluwatu shop,Home Uluwatu,280000.0,Retail,Local,1.0,Indonesia,17.27297055242291
SI.2023.09.00054,2023-09-03,uluwatu shop,Home Uluwatu,2145000.0,Retail,Local,2.0,Indonesia,132.32329226766836
SI.2023.09.00055,2023-09-04,uluwatu shop,Home Uluwatu,460000.0,Retail,Local,1.0,Indonesia,28.377023050409065
SI.2023.09.00056,2023-09-05,uluwatu shop,Home Uluwatu,1100000.0,Retail,Local,1.0,Indonesia,67.85809859880429
SI.2023.09.00057,2023-09-06,uluwatu shop,Home Uluwatu,660000.0,Retail,Local,1.0,Indonesia,40.714859159282575
SI.2023.09.00058,2023-09-07,uluwatu shop,Home Uluwatu,2720000.0,Retail,Local,1.0,Indonesia,167.7945710806797
SI.2023.09.00059,2023-09-08,uluwatu shop,Home Uluwatu,2622500.0,Retail,Local,1.0,Indonesia,161.77987597760387
SI.2023.09.00060,2023-09-09,uluwatu shop,Home Uluwatu,130000.0,Retail,Local,1.0,Indonesia,8.019593470767779
SI.2023.09.00061,2023-09-10,uluwatu shop,Home Uluwatu,5292000.0,Retail,Local,2.0,Indonesia,326.459143440793
SI.2023.09.00068,2023-09-11,ubud shop,Home Ubud,5085000.0,Retail,Local,3.0,Indonesia,313.6894830681089
SI.2023.09.00069,2023-09-12,ubud shop,Home Ubud,450000.0,Retail,Local,1.0,Indonesia,27.76013124496539
SI.2023.09.00070,2023-09-13,ubud shop,Home Ubud,1090000.0,Retail,Local,1.0,Indonesia,67.24120679336062
SI.2023.09.00071,2023-09-14,ubud shop,Home Ubud,1290000.0,Retail,Local,2.0,Indonesia,79.57904290223412
SI.2023.09.00072,2023-09-15,ubud shop,Home Ubud,7675000.0,Retail,Local,3.0,Indonesia,473.4644606780208
SI.2023.09.00073,2023-09-16,ubud shop,Home Ubud,6510000.0,Retail,Local,1.0,Indonesia,401.59656534383265
SI.2023.09.00074,2023-09-17,ubud shop,Home Ubud,6985000.0,Retail,Local,3.0,Indonesia,430.89892610240724
SI.2023.09.00075,2023-09-12,sanur shop,Home Sanur,5615000.0,Retail,Local,1.0,Indonesia,346.3847487566237
SI.2023.09.00076,2023-09-13,sanur shop,Home Sanur,3190000.0,Retail,Local,2.0,Indonesia,196.78848593653242
SI.2023.09.00077,2023-09-14,sanur shop,Home Sanur,1090000.0,Retail,Local,1.0,Indonesia,67.24120679336062
SI.2023.09.00078,2023-09-15,sanur shop,Home Sanur,3197000.0,Retail,Local,2.0,Indonesia,197.22031020034302
SI.2023.09.00079,2023-09-16,sanur shop,Home Sanur,3085000.0,Retail,Local,2.0,Indonesia,190.31112197937384
SI.2023.09.00080,2023-09-17,sanur shop,Home Sanur,1634000.0,Retail,Local,1.0,Indonesia,100.80012100949655
SI.2023.09.00081,2023-09-11,shed shop,Shed Shop,1435000.0,Retail,Local,1.0,Indonesia,88.52397408116741
SI.2023.09.00082,2023-09-12,shed shop,Shed Shop,3435000.0,Retail,Local,2.0,Indonesia,211.90233516990247
SI.2023.09.00083,2023-09-13,shed shop,Shed Shop,6415000.0,Retail,Local,3.0,Indonesia,395.7360931921177
SI.2023.09.00084,2023-09-14,shed shop,Shed Shop,5715000.0,Retail,Local,2.0,Indonesia,352.55366681106045
SI.2023.09.00086,2023-09-15,shed shop,Shed Shop,6160000.0,Retail,Local,2.0,Indonesia,380.005352153304
SI.2023.09.00087,2023-09-16,shed shop,Shed Shop,840000.0,Retail,Local,1.0,Indonesia,51.81891165726873
SI.2023.09.00088,2023-09-17,shed shop,Shed Shop,1450000.0,Retail,Local,2.0,Indonesia,89.44931178933292
SI.2023.09.00089,2023-09-11,uluwatu shop,Home Uluwatu,3065000.0,Retail,Local,2.0,Indonesia,189.0773383684865
SI.2023.09.00090,2023-09-12,uluwatu shop,Home Uluwatu,4430000.0,Retail,Local,3.0,Indonesia,273.28306981154816
SI.2023.09.00091,2023-09-13,uluwatu shop,Home Uluwatu,7361000.0,Retail,Local,1.0,Indonesia,454.0940579870894
SI.2023.09.00092,2023-09-14,uluwatu shop,Home Uluwatu,575000.0,Retail,Local,1.0,Indonesia,35.47127881301133
SI.2023.09.00093,2023-09-15,uluwatu shop,Home Uluwatu,3800000.0,Retail,Local,1.0,Indonesia,234.41888606859663
SI.2023.09.00094,2023-09-16,uluwatu shop,Home Uluwatu,170000.0,Retail,Local,1.0,Indonesia,10.487160692542481
SI.2023.09.00095,2023-09-17,uluwatu shop,Home Uluwatu,4100000.0,Retail,Local,1.0,Indonesia,252.9256402319069
SI.2023.09.00097,2023-09-16,lobby shop,Home Lobby,7110750.0,Retail,Local,1.0,Indonesia,438.65634055586145
SI.2023.09.00098,2023-09-12,lobby shop,Home Lobby,4040000.0,Retail,Local,1.0,Indonesia,249.22428939924484
SI.2023.09.00099,2023-09-17,bazzar labrisa,Bazzar Labrisa,5430000.0,Retail,Local,3.0,Indonesia,334.9722503559157
SI.2023.09.00104,2023-09-01,revenue studio,Studio,800000.0,Studio,Local,1.0,Indonesia,49.35134443549403
SI.2023.09.00105,2023-09-02,revenue studio,Studio,250000.0,Studio,Local,1.0,Indonesia,15.422295136091885
SI.2023.09.00106,2023-09-02,revenue studio,Studio,400000.0,Studio,Local,2.0,Indonesia,24.675672217747014
SI.2023.09.00107,2023-09-02,revenue studio,Studio,1000000.0,Studio,Local,2.0,Indonesia,61.68918054436754
SI.2023.09.00108,2023-09-03,revenue studio,Studio,200000.0,Studio,Local,1.0,Indonesia,12.337836108873507
SI.2023.09.00109,2023-09-03,revenue studio,Studio,600000.0,Studio,Local,1.0,Indonesia,37.013508326620524
