invoice_number,Date,Company_Name,Brand_Name,Total,Customer_Category,Trade_Type,Total_Quantity,Country,Total_USD
SI.2023.03.00176,2023-03-17,shed shop,Shed Shop,11325000.0,Retail,Local,2.0,Indonesia,698.6299696649623
SI.2023.03.00177,2023-03-18,shed shop,Shed Shop,3285000.0,Retail,Local,2.0,Indonesia,202.64895808824735
SI.2023.03.00178,2023-03-19,shed shop,Shed Shop,605000.0,Retail,Local,1.0,Indonesia,37.32195422934236
SI.2023.03.00179,2023-03-20,shed shop,Shed Shop,4480000.0,Retail,Local,3.0,Indonesia,276.36752883876653
SI.2023.03.00180,2023-03-23,shed shop,Shed Shop,805000.0,Retail,Local,2.0,Indonesia,49.65979033821586
SI.2023.03.00181,2023-03-24,shed shop,Shed Shop,1645000.0,Retail,Local,3.0,Indonesia,101.4787019954846
SI.2023.03.00182,2023-03-25,shed shop,Shed Shop,1820000.0,Retail,Local,3.0,Indonesia,112.27430859074892
SI.2023.03.00183,2023-03-26,shed shop,Shed Shop,2110000.0,Retail,Local,2.0,Indonesia,130.1641709486155
SI.2023.03.00184,2023-03-27,shed shop,Shed Shop,3525000.0,Retail,Local,2.0,Indonesia,217.45436141889556
SI.2023.03.00185,2023-03-28,shed shop,Shed Shop,1862500.0,Retail,Local,3.0,Indonesia,114.89609876388454
SI.2023.03.00186,2023-03-29,shed shop,Shed Shop,5605000.0,Retail,Local,2.0,Indonesia,345.76785695118
SI.2023.03.00187,2023-03-30,shed shop,Shed Shop,3550000.0,Retail,Local,2.0,Indonesia,218.99659093250474
SI.2023.03.00188,2023-03-31,shed shop,Shed Shop,1018000.0,Retail,Local,3.0,Indonesia,62.79958579416615
SI.2023.03.00192,2023-03-31,carga,Carga,5487500.0,Agent,Local,1.0,Indonesia,338.51937823721687
SI.2023.03.00196,2023-03-01,sequis,Sequis,44436600.0,Umum,Local,252.0,Indonesia,2741.2574401778425
SI.2023.03.00201,2023-03-01,ubud shop,Home Ubud,6360000.0,Retail,Local,2.0,Indonesia,392.34318826217753
SI.2023.03.00202,2023-03-02,ubud shop,Home Ubud,3400000.0,Retail,Local,2.0,Indonesia,209.74321385084963
SI.2023.03.00203,2023-03-03,ubud shop,Home Ubud,3810000.0,Retail,Local,3.0,Indonesia,235.03577787404032
SI.2023.03.00204,2023-03-04,ubud shop,Home Ubud,10045000.0,Retail,Local,2.0,Indonesia,619.6678185681719
SI.2023.03.00205,2023-03-06,ubud shop,Home Ubud,2670000.0,Retail,Local,1.0,Indonesia,164.71011205346133
SI.2023.03.00206,2023-03-07,ubud shop,Home Ubud,9929750.0,Retail,Local,2.0,Indonesia,612.5581405104335
SI.2023.03.00207,2023-03-09,ubud shop,Home Ubud,4427500.0,Retail,Local,2.0,Indonesia,273.12884686018725
SI.2023.03.00208,2023-03-10,ubud shop,Home Ubud,1730000.0,Retail,Local,1.0,Indonesia,106.72228234175583
SI.2023.03.00209,2023-03-11,ubud shop,Home Ubud,7810000.0,Retail,Local,2.0,Indonesia,481.79250005151044
SI.2023.03.00210,2023-03-12,ubud shop,Home Ubud,1160000.0,Retail,Local,2.0,Indonesia,71.55944943146633
SI.2023.03.00211,2023-03-13,ubud shop,Home Ubud,4520000.0,Retail,Local,2.0,Indonesia,278.8350960605413
SI.2023.03.00212,2023-03-14,ubud shop,Home Ubud,2460000.0,Retail,Local,2.0,Indonesia,151.75538413914413
SI.2023.03.00213,2023-03-15,ubud shop,Home Ubud,5240000.0,Retail,Local,1.0,Indonesia,323.25130605248586
SI.2023.03.00214,2023-03-16,ubud shop,Home Ubud,3780000.0,Retail,Local,2.0,Indonesia,233.1851024577093
SI.2023.03.00215,2023-03-17,ubud shop,Home Ubud,1358000.0,Retail,Local,3.0,Indonesia,83.77390717925111
SI.2023.03.00216,2023-03-18,ubud shop,Home Ubud,1395000.0,Retail,Local,2.0,Indonesia,86.05640685939271
SI.2023.03.00217,2023-03-19,ubud shop,Home Ubud,5295000.0,Retail,Local,1.0,Indonesia,326.6442109824261
SI.2023.03.00218,2023-03-20,ubud shop,Home Ubud,6906750.0,Retail,Local,3.0,Indonesia,426.07174772481045
SI.2023.03.00219,2023-03-23,ubud shop,Home Ubud,3655000.0,Retail,Local,3.0,Indonesia,225.47395488966333
SI.2023.03.00220,2023-03-24,ubud shop,Home Ubud,3235000.0,Retail,Local,2.0,Indonesia,199.56449906102898
SI.2023.03.00221,2023-03-25,ubud shop,Home Ubud,4713000.0,Retail,Local,2.0,Indonesia,290.74110790560417
SI.2023.03.00222,2023-03-26,ubud shop,Home Ubud,730000.0,Retail,Local,1.0,Indonesia,45.0331017973883
SI.2023.03.00223,2023-03-27,ubud shop,Home Ubud,3905000.0,Retail,Local,2.0,Indonesia,240.89625002575522
SI.2023.03.00224,2023-03-28,ubud shop,Home Ubud,2413000.0,Retail,Local,2.0,Indonesia,148.85599265355887
SI.2023.03.00225,2023-03-29,ubud shop,Home Ubud,2822000.0,Retail,Local,2.0,Indonesia,174.08686749620517
SI.2023.03.00226,2023-03-30,ubud shop,Home Ubud,6390000.0,Retail,Local,1.0,Indonesia,394.19386367850854
SI.2023.03.00227,2023-03-31,ubud shop,Home Ubud,10980000.0,Retail,Local,3.0,Indonesia,677.3472023771556
SI.2023.03.00228,2023-03-02,sanur shop,Home Sanur,1940000.0,Retail,Local,2.0,Indonesia,119.67701025607302
SI.2023.03.00229,2023-03-03,sanur shop,Home Sanur,1735000.0,Retail,Local,1.0,Indonesia,107.03072824447767
SI.2023.03.00230,2023-03-04,sanur shop,Home Sanur,2392000.0,Retail,Local,2.0,Indonesia,147.56051986212714
SI.2023.03.00231,2023-03-05,sanur shop,Home Sanur,5115000.0,Retail,Local,1.0,Indonesia,315.5401584844399
SI.2023.03.00232,2023-03-06,sanur shop,Home Sanur,4245000.0,Retail,Local,2.0,Indonesia,261.87057141084017
SI.2023.03.00233,2023-03-07,sanur shop,Home Sanur,6527000.0,Retail,Local,2.0,Indonesia,402.6452814130869
SI.2023.03.00234,2023-03-08,sanur shop,Home Sanur,1815000.0,Retail,Local,1.0,Indonesia,111.96586268802707
SI.2023.03.00235,2023-03-09,sanur shop,Home Sanur,2338000.0,Retail,Local,2.0,Indonesia,144.22930411273128
SI.2023.03.00236,2023-03-10,sanur shop,Home Sanur,10737550.0,Retail,Local,2.0,Indonesia,662.3906605541737
SI.2023.03.00237,2023-03-11,sanur shop,Home Sanur,605000.0,Retail,Local,1.0,Indonesia,37.32195422934236
SI.2023.03.00238,2023-03-12,sanur shop,Home Sanur,950000.0,Retail,Local,2.0,Indonesia,58.60472151714916
SI.2023.03.00239,2023-03-13,sanur shop,Home Sanur,9210000.0,Retail,Local,1.0,Indonesia,568.157352813625
SI.2023.03.00240,2023-03-14,sanur shop,Home Sanur,4420000.0,Retail,Local,2.0,Indonesia,272.66617800610453
SI.2023.03.00241,2023-03-15,sanur shop,Home Sanur,3460000.0,Retail,Local,1.0,Indonesia,213.44456468351166
SI.2023.03.00242,2023-03-16,sanur shop,Home Sanur,1529000.0,Retail,Local,2.0,Indonesia,94.32275705233796
SI.2023.03.00243,2023-03-17,sanur shop,Home Sanur,4235000.0,Retail,Local,1.0,Indonesia,261.2536796053965
SI.2023.03.00244,2023-03-18,sanur shop,Home Sanur,3963000.0,Retail,Local,1.0,Indonesia,244.47422249732853
SI.2023.03.00245,2023-03-20,sanur shop,Home Sanur,2815000.0,Retail,Local,2.0,Indonesia,173.6550432323946
SI.2023.03.00246,2023-03-23,sanur shop,Home Sanur,2260000.0,Retail,Local,2.0,Indonesia,139.41754803027064
SI.2023.03.00247,2023-03-24,sanur shop,Home Sanur,2479000.0,Retail,Local,2.0,Indonesia,152.9274785694871
SI.2023.03.00248,2023-03-25,sanur shop,Home Sanur,825000.0,Retail,Local,1.0,Indonesia,50.893573949103214
SI.2023.03.00249,2023-03-26,sanur shop,Home Sanur,1400000.0,Retail,Local,2.0,Indonesia,86.36485276211455
SI.2023.03.00250,2023-03-27,sanur shop,Home Sanur,2255000.0,Retail,Local,2.0,Indonesia,139.1091021275488
SI.2023.03.00251,2023-03-28,sanur shop,Home Sanur,660000.0,Retail,Local,1.0,Indonesia,40.714859159282575
SI.2023.03.00252,2023-03-29,sanur shop,Home Sanur,1800000.0,Retail,Local,1.0,Indonesia,111.04052497986156
SI.2023.03.00253,2023-03-30,sanur shop,Home Sanur,5750000.0,Retail,Local,1.0,Indonesia,354.7127881301133
SI.2023.03.00255,2023-03-31,sanur shop,Home Sanur,740000.0,Retail,Local,2.0,Indonesia,45.64999360283198
SI.2023.03.00256,2023-03-05,bazzar labrisa,Bazzar Labrisa,7840000.0,Retail,Local,2.0,Indonesia,483.64317546784144
SI.2023.03.00257,2023-03-12,bazzar labrisa,Bazzar Labrisa,6430000.0,Retail,Local,2.0,Indonesia,396.6614309002832
SI.2023.03.00259,2023-03-19,bazzar labrisa,Bazzar Labrisa,3460000.0,Retail,Local,2.0,Indonesia,213.44456468351166
SI.2023.03.00261,2023-03-26,bazzar labrisa,Bazzar Labrisa,9545000.0,Retail,Local,2.0,Indonesia,588.8232282959881
SI.2023.03.00262,2023-03-05,ubud shop,Home Ubud,3895000.0,Retail,Local,2.0,Indonesia,240.27935822031154
SI.2023.03.00264,2023-03-03,lobby shop,Home Lobby,285000.0,Retail,Local,1.0,Indonesia,17.581416455144748
SI.2023.03.00265,2023-03-10,lobby shop,Home Lobby,1050000.0,Retail,Local,2.0,Indonesia,64.77363957158592
SI.2023.03.00266,2023-03-11,lobby shop,Home Lobby,570000.0,Retail,Local,1.0,Indonesia,35.162832910289495
SI.2023.03.00267,2023-03-13,lobby shop,Home Lobby,605000.0,Retail,Local,1.0,Indonesia,37.32195422934236
SI.2023.03.00268,2023-03-14,lobby shop,Home Lobby,6089500.0,Retail,Local,2.0,Indonesia,375.6562649249261
SI.2023.03.00269,2023-03-16,lobby shop,Home Lobby,210000.0,Retail,Local,1.0,Indonesia,12.954727914317182
SI.2023.03.00270,2023-03-17,lobby shop,Home Lobby,2216000.0,Retail,Local,1.0,Indonesia,136.70322408631844
SI.2023.03.00271,2023-03-20,lobby shop,Home Lobby,1245000.0,Retail,Local,1.0,Indonesia,76.80302977773758
SI.2023.03.00272,2023-03-24,lobby shop,Home Lobby,1790000.0,Retail,Local,1.0,Indonesia,110.42363317441789
SI.2023.03.00273,2023-03-30,lobby shop,Home Lobby,1425000.0,Retail,Local,1.0,Indonesia,87.90708227572374
SI.2023.03.00274,2023-03-01,jia,Jia,285000.0,Artist Collaboration,Local,1.0,Indonesia,17.581416455144748
SI.2023.04.00001,2023-04-01,revenue studio,Studio,440000.0,Studio,Local,2.0,Indonesia,27.143239439521714
SI.2023.04.00002,2023-04-01,revenue studio,Studio,500000.0,Studio,Local,1.0,Indonesia,30.84459027218377
SI.2023.04.00003,2023-04-01,revenue studio,Studio,600000.0,Studio,Local,2.0,Indonesia,37.013508326620524
SI.2023.04.00004,2023-04-02,revenue studio,Studio,1000000.0,Studio,Local,2.0,Indonesia,61.68918054436754
SI.2023.04.00005,2023-04-02,revenue studio,Studio,480000.0,Studio,Local,2.0,Indonesia,29.610806661296415
SI.2023.04.00006,2023-04-02,revenue studio,Studio,700000.0,Studio,Local,5.0,Indonesia,43.182426381057276
SI.2023.04.00007,2023-04-02,revenue studio,Studio,1280000.0,Studio,Local,2.0,Indonesia,78.96215109679045
SI.2023.04.00008,2023-04-02,revenue studio,Studio,1600000.0,Studio,Local,2.0,Indonesia,98.70268887098806
SI.2023.04.00009,2023-04-02,revenue studio,Studio,1000000.0,Studio,Local,5.0,Indonesia,61.68918054436754
SI.2023.04.00010,2023-04-03,revenue studio,Studio,1200000.0,Studio,Local,2.0,Indonesia,74.02701665324105
SI.2023.04.00011,2023-04-03,revenue studio,Studio,1200000.0,Studio,Local,2.0,Indonesia,74.02701665324105
SI.2023.04.00014,2023-04-06,revenue studio,Studio,1730000.0,Studio,Local,5.0,Indonesia,106.72228234175583
SI.2023.04.00015,2023-04-06,revenue studio,Studio,1200000.0,Studio,Local,4.0,Indonesia,74.02701665324105
SI.2023.04.00016,2023-04-07,revenue studio,Studio,600000.0,Studio,Local,2.0,Indonesia,37.013508326620524
SI.2023.04.00017,2023-04-07,revenue studio,Studio,600000.0,Studio,Local,3.0,Indonesia,37.013508326620524
SI.2023.04.00018,2023-04-07,revenue studio,Studio,550000.0,Studio,Local,2.0,Indonesia,33.929049299402145
SI.2023.04.00019,2023-04-08,revenue studio,Studio,300000.0,Studio,Local,1.0,Indonesia,18.506754163310262
SI.2023.04.00020,2023-04-08,revenue studio,Studio,1200000.0,Studio,Local,5.0,Indonesia,74.02701665324105
SI.2023.04.00021,2023-04-09,revenue studio,Studio,1200000.0,Studio,Local,2.0,Indonesia,74.02701665324105
SI.2023.04.00022,2023-04-09,revenue studio,Studio,1440000.0,Studio,Local,3.0,Indonesia,88.83241998388925
SI.2023.04.00023,2023-04-13,revenue studio,Studio,9500000.0,Studio,Local,38.0,Indonesia,586.0472151714915
SI.2023.04.00025,2023-04-14,revenue studio,Studio,2500000.0,Studio,Local,5.0,Indonesia,154.22295136091884
SI.2023.04.00026,2023-04-14,revenue studio,Studio,500000.0,Studio,Local,1.0,Indonesia,30.84459027218377
SI.2023.04.00027,2023-04-15,revenue studio,Studio,500000.0,Studio,Local,2.0,Indonesia,30.84459027218377
SI.2023.04.00028,2023-04-16,revenue studio,Studio,850000.0,Studio,Local,2.0,Indonesia,52.43580346271241
SI.2023.04.00029,2023-04-16,revenue studio,Studio,600000.0,Studio,Local,2.0,Indonesia,37.013508326620524
SI.2023.04.00030,2023-04-16,revenue studio,Studio,900000.0,Studio,Local,3.0,Indonesia,55.52026248993078
SI.2023.04.00031,2023-04-16,revenue studio,Studio,800000.0,Studio,Local,4.0,Indonesia,49.35134443549403
SI.2023.04.00032,2023-04-17,revenue studio,Studio,1200000.0,Studio,Local,2.0,Indonesia,74.02701665324105
SI.2023.04.00033,2023-04-17,revenue studio,Studio,1600000.0,Studio,Local,1.0,Indonesia,98.70268887098806
SI.2023.04.00034,2023-04-17,revenue studio,Studio,1400000.0,Studio,Local,1.0,Indonesia,86.36485276211455
SI.2023.04.00035,2023-04-18,revenue studio,Studio,500000.0,Studio,Local,1.0,Indonesia,30.84459027218377
SI.2023.04.00036,2023-04-18,revenue studio,Studio,1800000.0,Studio,Local,3.0,Indonesia,111.04052497986156
SI.2023.04.00037,2023-04-21,revenue studio,Studio,1300000.0,Studio,Local,2.0,Indonesia,80.1959347076778
SI.2023.04.00038,2023-04-21,revenue studio,Studio,1120000.0,Studio,Local,5.0,Indonesia,69.09188220969163
SI.2023.04.00039,2023-04-22,revenue studio,Studio,900000.0,Studio,Local,3.0,Indonesia,55.52026248993078
SI.2023.04.00040,2023-04-22,revenue studio,Studio,900000.0,Studio,Local,3.0,Indonesia,55.52026248993078
SI.2023.04.00041,2023-04-23,revenue studio,Studio,1600000.0,Studio,Local,2.0,Indonesia,98.70268887098806
SI.2023.04.00042,2023-04-23,revenue studio,Studio,925000.0,Studio,Local,3.0,Indonesia,57.06249200353997
SI.2023.04.00043,2023-04-23,revenue studio,Studio,1200000.0,Studio,Local,6.0,Indonesia,74.02701665324105
SI.2023.04.00044,2023-04-24,revenue studio,Studio,1200000.0,Studio,Local,1.0,Indonesia,74.02701665324105
SI.2023.04.00045,2023-04-24,revenue studio,Studio,1200000.0,Studio,Local,1.0,Indonesia,74.02701665324105
SI.2023.04.00046,2023-04-24,revenue studio,Studio,100000.0,Studio,Local,2.0,Indonesia,6.1689180544367535
SI.2023.04.00047,2023-04-24,revenue studio,Studio,550000.0,Studio,Local,2.0,Indonesia,33.929049299402145
SI.2023.04.00048,2023-04-24,revenue studio,Studio,600000.0,Studio,Local,2.0,Indonesia,37.013508326620524
SI.2023.04.00049,2023-04-24,revenue studio,Studio,2400000.0,Studio,Local,3.0,Indonesia,148.0540333064821
SI.2023.04.00052,2023-04-19,revenue studio,Studio,1400000.0,Studio,Local,1.0,Indonesia,86.36485276211455
SI.2023.04.00053,2023-04-19,revenue studio,Studio,1600000.0,Studio,Local,1.0,Indonesia,98.70268887098806
SI.2023.04.00054,2023-04-19,revenue studio,Studio,1400000.0,Studio,Local,1.0,Indonesia,86.36485276211455
SI.2023.04.00055,2023-04-19,revenue studio,Studio,1400000.0,Studio,Local,1.0,Indonesia,86.36485276211455
SI.2023.04.00056,2023-04-19,revenue studio,Studio,1400000.0,Studio,Local,1.0,Indonesia,86.36485276211455
SI.2023.04.00057,2023-04-19,revenue studio,Studio,1400000.0,Studio,Local,1.0,Indonesia,86.36485276211455
SI.2023.04.00058,2023-04-19,revenue studio,Studio,1600000.0,Studio,Local,1.0,Indonesia,98.70268887098806
SI.2023.04.00059,2023-04-19,revenue studio,Studio,1600000.0,Studio,Local,1.0,Indonesia,98.70268887098806
SI.2023.04.00060,2023-04-19,revenue studio,Studio,1400000.0,Studio,Local,1.0,Indonesia,86.36485276211455
SI.2023.04.00061,2023-04-19,revenue studio,Studio,1400000.0,Studio,Local,1.0,Indonesia,86.36485276211455
SI.2023.04.00062,2023-04-20,revenue studio,Studio,1800000.0,Studio,Local,1.0,Indonesia,111.04052497986156
SI.2023.04.00063,2023-04-20,revenue studio,Studio,1800000.0,Studio,Local,1.0,Indonesia,111.04052497986156
SI.2023.04.00064,2023-04-20,revenue studio,Studio,1800000.0,Studio,Local,1.0,Indonesia,111.04052497986156
SI.2023.04.00065,2023-04-20,revenue studio,Studio,1800000.0,Studio,Local,1.0,Indonesia,111.04052497986156
SI.2023.04.00066,2023-04-20,revenue studio,Studio,1800000.0,Studio,Local,1.0,Indonesia,111.04052497986156
SI.2023.04.00067,2023-04-20,revenue studio,Studio,1800000.0,Studio,Local,1.0,Indonesia,111.04052497986156
SI.2023.04.00068,2023-04-20,revenue studio,Studio,1800000.0,Studio,Local,1.0,Indonesia,111.04052497986156
SI.2023.04.00069,2023-04-20,revenue studio,Studio,1800000.0,Studio,Local,1.0,Indonesia,111.04052497986156
SI.2023.04.00070,2023-04-27,revenue studio,Studio,480000.0,Studio,Local,1.0,Indonesia,29.610806661296415
SI.2023.04.00071,2023-04-27,revenue studio,Studio,300000.0,Studio,Local,1.0,Indonesia,18.506754163310262
SI.2023.04.00072,2023-04-27,revenue studio,Studio,1500000.0,Studio,Local,5.0,Indonesia,92.5337708165513
SI.2023.04.00073,2023-04-28,revenue studio,Studio,3100000.0,Studio,Local,9.0,Indonesia,191.23645968753937
SI.2023.04.00074,2023-04-28,revenue studio,Studio,1800000.0,Studio,Local,3.0,Indonesia,111.04052497986156
SI.2023.04.00075,2023-04-28,revenue studio,Studio,1100000.0,Studio,Local,4.0,Indonesia,67.85809859880429
SI.2023.04.00076,2023-04-28,revenue studio,Studio,1600000.0,Studio,Local,1.0,Indonesia,98.70268887098806
SI.2023.04.00077,2023-04-28,revenue studio,Studio,1400000.0,Studio,Local,1.0,Indonesia,86.36485276211455
SI.2023.04.00078,2023-04-28,revenue studio,Studio,1600000.0,Studio,Local,1.0,Indonesia,98.70268887098806
SI.2023.04.00079,2023-04-28,revenue studio,Studio,1400000.0,Studio,Local,1.0,Indonesia,86.36485276211455
SI.2023.04.00080,2023-04-28,revenue studio,Studio,1400000.0,Studio,Local,1.0,Indonesia,86.36485276211455
SI.2023.04.00081,2023-04-28,revenue studio,Studio,1600000.0,Studio,Local,1.0,Indonesia,98.70268887098806
SI.2023.04.00082,2023-04-28,revenue studio,Studio,1600000.0,Studio,Local,1.0,Indonesia,98.70268887098806
SI.2023.04.00083,2023-04-28,revenue studio,Studio,1400000.0,Studio,Local,1.0,Indonesia,86.36485276211455
SI.2023.04.00084,2023-04-28,revenue studio,Studio,1400000.0,Studio,Local,1.0,Indonesia,86.36485276211455
SI.2023.04.00085,2023-04-28,revenue studio,Studio,1400000.0,Studio,Local,1.0,Indonesia,86.36485276211455
SI.2023.04.00086,2023-04-29,revenue studio,Studio,600000.0,Studio,Local,2.0,Indonesia,37.013508326620524
SI.2023.04.00087,2023-04-29,revenue studio,Studio,600000.0,Studio,Local,2.0,Indonesia,37.013508326620524
SI.2023.04.00088,2023-04-29,revenue studio,Studio,300000.0,Studio,Local,1.0,Indonesia,18.506754163310262
SI.2023.04.00089,2023-04-30,revenue studio,Studio,1100000.0,Studio,Local,4.0,Indonesia,67.85809859880429
SI.2023.04.00090,2023-04-30,revenue studio,Studio,1000000.0,Studio,Local,5.0,Indonesia,61.68918054436754
SI.2023.04.00101,2023-03-29,maya resort,Maya Sanur,5504490.0,Hotel,Local,24.0,Indonesia,339.56747741466563
SI.2023.04.00184,2023-04-05,bali giri kencana,Four Season Resort Jimbaran Bay,12570750.0,Hotel,Local,45.0,Indonesia,775.4792663281082
SI.2023.04.00185,2023-04-06,usaha pogu boga,Soichiro,147116554.95,Restaurant,Local,930.0,Indonesia,9075.499719375917
SI.2023.04.00186,2023-04-11,ir. anita sukarman,Second Floor Jakarta,240592527.03,Restaurant,Local,1369.0,Indonesia,14841.955837579297
SI.2023.04.00187,2023-04-12,saji cipta dewata,Sijin,39199849.5,Restaurant,Local,455.0,Indonesia,2418.2065931175352
SI.2023.04.00188,2023-04-12,brett hospitality group,BHG,117832395.0,Restaurant,Local,842.0,Indonesia,7268.983889130231
SI.2023.04.00189,2023-04-12,bali giri kencana,Four Season Resort Jimbaran Bay,4040400.0,Hotel,Local,16.0,Indonesia,249.24896507146258
SI.2023.04.00190,2023-04-13,autogrill services indonesia,Autogrill,16650000.0,Restaurant,Local,200.0,Indonesia,1027.1248560637196
SI.2023.04.00191,2023-04-13,javier ang (yume izakaya),Yume Izakaya,226742045.05,Restaurant,Local,1005.0,Indonesia,13987.530954088568
SI.2023.04.00192,2023-04-13,expat roasters indonesia,Expat Roasters,123732920.0,Restaurant,Local,1302.0,Indonesia,7632.982441161785
SI.2023.04.00193,2023-04-13,terra hijau permadani,Sela Pererenan,252038319.01,Agent,Local,1282.0,Indonesia,15548.037365506789
SI.2023.04.00194,2023-04-14,bali giri kencana,Four Season Resort Jimbaran Bay,10156500.0,Hotel,Local,41.0,Indonesia,626.5461621988688
SI.2023.04.00195,2023-04-17,permadani khatulistiwa nusantara,St Regis Hotel Jakarta,29335296.0,Hotel,Local,,Indonesia,1809.6703712664628
SI.2023.04.00197,2023-04-17,indonesia adventure sport,Nihi Sumba,34629735.0,Hotel,Local,232.0,Indonesia,2136.2799746186033
SI.2023.04.00198,2023-04-18,bali giri kencana,Four Season Resort Jimbaran Bay,8574750.0,Hotel,Local,35.0,Indonesia,528.9693008728156
SI.2023.04.00199,2023-04-18,bali giri kencana,Four Season Resort Jimbaran Bay,9529350.0,Hotel,Local,39.0,Indonesia,587.8577926204688
SI.2023.04.00200,2023-04-19,wynncor bali,Andaz Bali,2880150.0,Hotel,Local,39.0,Indonesia,177.67409334486015
SI.2023.04.00201,2023-04-25,dharma canella,Cuca Restaurant,34876200.0,Restaurant,Local,229.0,Indonesia,2151.484198501471
SI.2023.04.00202,2023-04-25,puri zuqni,Padma Resort Legian,180856013.0,Hotel,Local,2406.0,Indonesia,11156.859238491483
SI.2023.04.00203,2023-04-27,wynncor bali,Andaz Bali,3766350.0,Hotel,Local,51.0,Indonesia,232.34304514327866
SI.2023.04.00204,2023-04-27,wynncor bali,Andaz Bali,3882400.0,Hotel,Local,46.0,Indonesia,239.50207454545253
SI.2023.04.00205,2023-04-28,hotel pandan arum,Maya Ubud,3862794.0,Hotel,Local,29.0,Indonesia,238.29259647169965
SI.2023.04.00206,2023-04-28,jimbaran greenhill,Raffles Bali,4684200.0,Hotel,Local,24.0,Indonesia,288.9644595059264
SI.2023.04.00207,2023-04-25,sutera bali,Mamasan Grill,17872110.0,Restaurant,Local,110.0,Indonesia,1102.5158204987965
