invoice_number,Date,Company_Name,Brand_Name,Total,Customer_Category,Trade_Type
INV-1822/KEVALA/OUT/IV/2024,19/Apr/24,Pribadi Boga Utama,Buzo Restaurant/Salazon,"48,551,400.00",Restaurant,Local
INV-1824/KEVALA/OUT/IV/2024,22/Apr/24,Bali Perkasa Sukses,Indigo Bali,"7,215,000.00",Hotel,Local
INV-1825/KEVALA/OUT/IV/2024,23/Apr/24,Karang Mas Sejahtera,Ayana Hospitality,"226,480,237.00",Hotel,Local
INV-1826/KEVALA/OUT/IV/2024,23/Apr/24,Fortuna Paradiso Optima,The Luxury Collection,"250,612,470.00",Hotel,Local
INV-1827/KEVALA/OUT/IV/2024,24/Apr/24,Anaamaya Resort Seminyak,Alila Seminyak,"438,450.00",Hotel,Local
INV-1828/KEVALA/OUT/IV/2024,24/Apr/24,Bukit Uluwatu Villa,Alila Uluwatu,"1,953,600.00",Hotel,Local
INV-1830/KEVALA/OUT/IV/2024,26/Apr/24,Wynncor Bali,Andaz Bali,"24,142,500.00",Hotel,Local
INV-1831/KEVALA/OUT/IV/2024,26/Apr/24,Kebun Bistro Ubud,Kebun Bistro,"18,559,200.00",Restaurant,Local
INV-1832/KEVALA/OUT/IV/2024,08/May/24,Amanda Arumdhani,Four Season Sayan,"46,031,700.00",Hotel,Local
INV-1835/KEVALA/OUT/V/2024,02/May/24,Bengawan Villa,Bengawan Villa,"60,517,200.00",Hotel,Local
INV-1836/KEVALA/OUT/V/2024,02/May/24,Bukit Uluwatu Villa,Alila Uluwatu,"3,740,700.00",Hotel,Local
INV-1837/KEVALA/OUT/V/2024,02/May/24,Indonesia Adventure Sport,Nihi Sumba,"21,844,800.00",Hotel,Local
INV-1838/KEVALA/OUT/V/2024,02/May/24,Jimbaran Villas,Bvlgari,"11,246,242.00",Hotel,Local
INV-1839/KEVALA/OUT/IV/2024,30/Apr/24,Grand Hyatt Jakarta,Plaza Indonesia Realty,"44,955,000.00",Hotel,Local
INV-1839/KEVALA/OUT/V/2024,06/May/24,Bali Radiance,Bali Radiance,"45,732,000.00",Hotel,Local
INV-1840/KEVALA/OUT/V/2024,07/May/24,Nusadua Graha International,The Westin Resort Nusa Dua,"47,186,100.00",Hotel,Local
INV-1841/KEVALA/OUT/V/2024,07/May/24,Sejahtera Indoco,Nusa Dua Beach,"5,594,400.00",Hotel,Local
INV-1842/KEVALA/OUT/V/2024,10/May/24,Buana Giri Fortuna,Bali Good Food Catering,"56,743,200.00",Restaurant,Local
INV-1843/KEVALA/OUT/V/2024,10/May/24,Bali Radiance,Bali Radiance,"122,100,000.00",Hotel,Local
INV-1844/KEVALA/OUT/V/2024,13/May/24,Nusadua Graha International,The Westin Resort Nusa Dua,"69,691,350.00",Hotel,Local
INV-1845/KEVALA/OUT/V/2024,13/May/24,Fortuna Paradiso Optima,The Luxury Collection,"13,956,307.00",Hotel,Local
INV-1846/KEVALA/OUT/V/2024,14/May/24,Maya Resort,Maya Sanur,"14,652,277.00",Hotel,Local
INV-1847/KEVALA/OUT/V/2024,14/May/24,Indonesia Adventure Sport,Nihi Sumba,"7,770,000.00",Hotel,Local
INV-1848/KEVALA/OUT/V/2024,15/May/24,Ulekan Berawa,Ni Wayan Jonti,"12,187,800.00",Restaurant,Local
INV-1849/KEVALA/OUT/V/2024,15/May/24,Karang Mas Sejahtera,Ayana Hospitality,"49,950,000.00",Hotel,Local
INV-1850/KEVALA/OUT/V/2024,16/May/24,HUGO BOSS South East Asia Pte.Ltd.,HUGO BOSS,"5,954.04",Hotel,Local
INV-1851/KEVALA/OUT/V/2024,16/May/24,Bali Perkasa Sukses,Indigo Bali,"6,060,600.00",Hotel,Local
INV-1852/KEVALA/OUT/V/2024,29/Aug/24,Optimist Pererenan,Optimist Pererenan,"179,792,250.00",Restaurant,Local
INV-1853/KEVALA/OUT/V/2024,18/May/24,"JTB Trading, Inc. ( Six Sense Kyoto)",Six Sense Kyoto,"1,225.00",Hotel,Export
INV-1855/KEVALA/OUT/V/2024,20/May/24,Wahana Duta Jaya Rucika,Ibu Ming/Elaine,"38,206,200.00",Personal,Local
INV-1856/KEVALA/OUT/V/2024,23/May/24,Bukit Uluwatu Villa,Alila Uluwatu,"8,757,900.00",Hotel,Local
INV-1857/KEVALA/OUT/V/2024,23/May/24,Nusadua Graha International,The Westin Resort Nusa Dua,"51,953,550.00",Hotel,Local
INV-1858/KEVALA/OUT/V/2024,23/May/24,Jimbaran Villas,Bvlgari,"8,963,250.00",Hotel,Local
INV-1859/KEVALA/OUT/V/2024,23/May/24,Sutera Bali,Mamasan,"25,308,000.00",Restaurant,Local
INV-1860/KEVALA/OUT/V/2024,23/May/24,Nativa Graha Saji,Billy Ho,"6,526,800.00",Restaurant,Local
INV-1861/KEVALA/OUT/V/2024,24/May/24,Bokashi Berawa,Bokashi Berawa,"5,827,500.00",Restaurant,Local
INV-1862/KEVALA/OUT/V/2024,24/May/24,Amanda Arumdhani,Four Season Sayan,"18,037,500.00",Hotel,Local
INV-1863/KEVALA/OUT/V/2024,24/May/24,Grand Hyatt Jakarta,Plaza Indonesia Realty,"1,408,268.00",Hotel,Local
INV-1864/KEVALA/OUT/V/2024,24/May/24,Grand Hyatt Jakarta,Plaza Indonesia Realty,"26,640,000.00",Hotel,Local
INV-1865/KEVALA/OUT/V/2024,24/May/24,Greenland Rajawali Utama,Four Seasons Hotel Jakarta,"1,531,800.00",Hotel,Local
INV-1866/KEVALA/OUT/V/2024,27/May/24,Amanda Arumdhani,Four Season Sayan,"27,350,400.00",Hotel,Local
INV-1867/KEVALA/OUT/V/2024,28/May/24,Good Food Guys,Milk & Madu Berawa,"27,500,250.00",Restaurant,Local
INV-1868/KEVALA/OUT/V/2024,28/May/24,Good Food Cafe,Milk & Madu Beach Road,"42,485,250.00",Restaurant,Local
INV-1869/KEVALA/OUT/V/2024,29/May/24,Amanda Arumdhani,Four Season Sayan,"7,642,350.00",Hotel,Local
INV-1870/KEVALA/OUT/V/2024,30/May/24,Jimbaran Villas,Bvlgari,"4,671,435.00",Hotel,Local
INV-1871/KEVALA/OUT/V/2024,30/May/24,Bukit Uluwatu Villa,Alila Uluwatu,"5,577,750.00",Hotel,Local
INV-1872/KEVALA/OUT/V/2024,31/May/24,Wana Kamala Gemilang,Omma Bali,"46,714,350.00",Restaurant,Local
INV-1873/KEVALA/OUT/V/2024,31/May/24,Bali Perkasa Sukses,Indigo Bali,"1,864,800.00",Hotel,Local
INV-1874/KEVALA/OUT/V/2024,31/May/24,Anaamaya Resort Seminyak,Alila Seminyak,"4,773,000.00",Hotel,Local
INV-1875/KEVALA/OUT/V/2024,31/May/24,Bokashi Berawa,Bokashi Berawa,"31,135,500.00",Restaurant,Local
INV-1876/KEVALA/OUT/VI/2024,07/Jun/24,Sungguh Sangat Nikmat,Bodass Dessert Bar,"44,888,400.00",Restaurant,Local
INV-1877/KEVALA/OUT/V/2024,31/May/24,Shelter Indonesia Group,Shelter Canggu,"197,644,935.00",Restaurant,Local
INV-1878/KEVALA/OUT/VI/2024,03/Jun/24,Bali General Supply,BGS,"6,127,200.00",Restaurant,Local
INV-1879/KEVALA/OUT/VI/2024,03/Jun/24,Bukit Uluwatu Villa,Alila Uluwatu,"4,978,350.00",Hotel,Local
INV-1880/KEVALA/OUT/VI/2024,06/Jun/24,Boa Development,Nihi Rote,"39,904,500.00",Hotel,Local
INV-1883/KEVALA/OUT/VI/2024,05/Jun/24,Good Food People,Milk & Madu Ubud,"7,459,200.00",Restaurant,Local
INV-1884/KEVALA/OUT/VI/2024,05/Jun/24,Santanera,Santanera,"27,139,500.00",Restaurant,Local
INV-1886/KEVALA/OUT/VI/2024,10/Jun/24,Mandara Spa Indonesia,Mandara Spa,"21,645,000.00",SPA,Local
INV-1887/KEVALA/OUT/VI/2024,12/Jun/24,Nusadua Graha International,The Westin Resort Nusa Dua,"20,135,400.00",Hotel,Local
INV-1888/KEVALA/OUT/VI/2024,13/Jun/24,Indonesia Adventure Sport,Nihi Sumba,"11,655,000.00",Hotel,Local
INV-1889/KEVALA/OUT/VI/2024,13/Jun/24,MTS Investments Indonesia,Further Hotel,"9,102,000.00",Hotel,Local
INV-1890/KEVALA/OUT/VI/2024,17/Jun/24,Success Venture Hotel Investment,Pan Pacific Hotel,"6,915,690.00",Hotel,Local
INV-1891/KEVALA/OUT/VI/2024,19/Jun/24,Da Maria,Da Maria,"2,097,900.00",Restaurant,Local
INV-1893/KEVALA/OUT/VI/2024,19/Jun/24,Balcony,Balcony,"84,823,980.00",Restaurant,Local
INV-1894/KEVALA/OUT/VI/2024,21/Jun/24,Bukit Uluwatu Villa,Alila Uluwatu,"18,037,500.00",Hotel,Local
INV-1897/KEVALA/OUT/VI/2024,25/Jun/24,Sutera Bali,Mamasan,"7,059,600.00",Restaurant,Local
INV-1898/KEVALA/OUT/VI/2024,26/Jun/24,Mactan Seascapes Service INC (Crimson),Crimson / Boracay,730,Hotel,Export
INV-1899/KEVALA/OUT/VI/2024,28/Jun/24,"Loka Neka Jaya, PT",Locavore NXT,"73,260,000.00",Restaurant,Local
INV-1900/KEVALA/OUT/VI/2024,28/Jun/24,Karang Mas Sejahtera,Ayana Hospitality,"136,557,750.00",Hotel,Local
INV-1902/KEVALA/OUT/VI/2024,30/Jun/24,Badan Canggu International,Regent Canggu,"622,217,160.00",Hotel,Local
INV-1903/KEVALA/OUT/VI/2024,30/Jun/24,Badan Canggu International,Regent Canggu,"1,278,705,792.00",Hotel,Local
INV-1904/KEVALA/OUT/VI/2024,28/Jun/24,Hamish & Raisa,Hamish & Raisa,"11,194,350.00",Personal,Local
INV-1907/KEVALA/OUT/VI/2024,30/Jun/24,Good Food Cafe,Milk & Madu Uluwatu,"75,147,000.00",Restaurant,Local
INV-1908/KEVALA/OUT/VII/2024,02/Jul/24,Pablo Long Time Asian Restaurant,Pablo Long Time,"149,239,500.00",Restaurant,Local
INV-1909/KEVALA/OUT/VII/2024,02/Jul/24,Pablo Long Time Asian Restaurant,Pablo Long Time,"4,662,000.00",Restaurant,Local
INV-1910/KEVALA/OUT/VII/2024,02/Jul/24,Pablo Long Time Asian Restaurant,Pablo Long Time,"6,216,000.00",Restaurant,Local
INV-1911/KEVALA/OUT/VII/2024,02/Jul/24,Bumi Canggu Nusantara,Motel Mexicola Canggu,"30,136,500.00",Restaurant,Local
INV-1913/KEVALA/OUT/VII/2024,03/Jul/24,Nusadua Graha International,The Westin Resort Nusa Dua,"6,143,850.00",Hotel,Local
INV-1914/KEVALA/OUT/VII/2024,03/Jul/24,Graha Alam Lestari,The Apurva Kempinski Bali,"73,159,101.00",Hotel,Local
INV-1915/KEVALA/OUT/VII/2024,04/Jul/24,Seniman Industries,Seniman Caffe,"4,262,400.00",Hotel,Local
INV-1916/KEVALA/OUT/VII/2024,05/Jul/24,Wakatobi Resort,Wakatobi,"1,598,400.00",Hotel,Local
INV-1917/KEVALA/OUT/VII/2024,05/Jul/24,Duta Jaya Perkasa,Jumeirah Bali,"16,816,500.00",Hotel,Local
INV-1918/KEVALA/OUT/VII/2024,05/Jul/24,Michael Lorenti,Michael Lorenti,"34,365,600.00",Personal,Local
INV-1919/KEVALA/OUT/VII/2024,05/Jul/24,Michael Lorenti,Michael Lorenti,"3,829,500.00",Personal,Local
INV-1920/KEVALA/OUT/VII/2024,05/Jul/24,Karya Agung Kisma Lestari,Laguna Hotel Bali,"24,420,000.00",Hotel,Local
INV-1921/KEVALA/OUT/VII/2024,10/Jul/24,Nusadua Graha International,The Westin Resort Nusa Dua,"23,992,650.00",Hotel,Local
INV-1922/KEVALA/OUT/VII/2024,10/Jul/24,Prima Ismaya Sejahtera,Ismaya,"6,793,200.00",Restaurant,Local
INV-1923/KEVALA/OUT/VII/2024,10/Jul/24,Prima Ismaya Sejahtera,Ismaya,"185,986.00",Restaurant,Local
INV-1924/KEVALA/OUT/VII/2024,11/Jul/24,Bali Perkasa Sukses,Indigo Bali,"1,398,600.00",Hotel,Local
INV-1925/KEVALA/OUT/VII/2024,11/Jul/24,Sutera Bali,Mamasan,"8,591,400.00",Restaurant,Local
INV-1927/KEVALA/OUT/VII/2024,18/Jul/24,Telaga Cita Rasa,Nam Heong,"21,578,400.00",Personal,Local
INV-1928/KEVALA/OUT/VII/2024,22/Jul/24,Nusantara Island Resort,Amankila Hotel,"15,645,450.00",Hotel,Local
INV-1929/KEVALA/OUT/VII/2024,24/Jul/24,Karang Mas Sejahtera,Ayana Hospitality,"3,296,700.00",Hotel,Local
INV-1930/KEVALA/OUT/VII/2024,26/Jul/24,Graha Alam Lestari,The Apurva Kempinski Bali,"28,729,852.00",Hotel,Local
INV-1931/KEVALA/OUT/VII/2024,26/Jul/24,Budi Susanti,Budi Susanti,"7,714,500.00",Personal,Local
INV-1932/KEVALA/OUT/VII/2024,29/Jul/24,Maya Resort,Maya Sanur,"23,304,450.00",Hotel,Local
INV-1933/KEVALA/OUT/VII/2024,30/Jul/24,Maya Resort,Maya Sanur,"6,696,075.00",Hotel,Local
INV-1934/KEVALA/OUT/VII/2024,31/Jul/24,Wana Kamala Gemilang,Omma Bali,"57,417,525.00",Restaurant,Local
INV-1935/KEVALA/OUT/VII/2024,30/Jul/24,Nusadua Graha International,The Westin Resort Nusa Dua,"12,637,350.00",Hotel,Local
INV-1936/KEVALA/OUT/VII/2024,31/Jul/24,Karang Mas Sejahtera,Ayana Hospitality,"1,404,150.00",Hotel,Local
INV-1937/KEVALA/OUT/VII/2024,30/Jul/24,Kreasi Cipta Karsa,The Langham Jakarta,"41,070,000.00",Hotel,Local
INV-1938/KEVALA/OUT/VIII/2024,02/Aug/24,Hotel Pandan Arum,Maya Ubud,"8,325,000.00",Hotel,Local
INV-1939/KEVALA/OUT/VIII/2024,02/Aug/24,Cakrawala Bima Pratiwi,Abisena,"168,034,575.00",Hotel,Local
INV-1940/KEVALA/OUT/VIII/2024,05/Aug/24,Samanvaya,Zen Happy,"54,778,500.00",Hotel,Local
INV-1941/KEVALA/OUT/VIII/2024,05/Aug/24,Bokashi Berawa,Bokashi Berawa,"17,049,600.00",Restaurant,Local
INV-1942/KEVALA/OUT/VIII/2024,05/Aug/24,Driss Tabbakalt,Driss Tabbakalt,"48,618,000.00",Personal,Local
INV-1943/KEVALA/OUT/VIII/2024,05/Aug/24,Milk Bar,Milk Bar,"7,059,600.00",Restaurant,Local
INV-1944/KEVALA/OUT/VIII/2024,06/Aug/24,Prima Fenomena Jaya,Prima Fenomena Jaya,"4,403,986.00",Restaurant,Local
INV-1945/KEVALA/OUT/VIII/2024,07/Aug/24,Batu Mejan Sukses Bersama Bali,La Brisa,"45,732,000.00",Restaurant,Local
INV-1946/KEVALA/OUT/VIII/2024,08/Aug/24,Vista Padang Asri,Suarga Resort,"10,267,500.00",Hotel,Local
INV-1947/KEVALA/OUT/VIII/2024,08/Aug/24,Graha Alam Lestari,The Apurva Kempinski Bali,"76,704,330.00",Hotel,Local
INV-1948/KEVALA/OUT/VIII/2024,12/Aug/24,Santanera,Santanera,"24,508,800.00",Restaurant,Local
INV-1949/KEVALA/OUT/VIII/2024,12/Aug/24,Taurus Gemilang,Revolver Taurus,"52,292,100.00",Restaurant,Local
INV-1951/KEVALA/OUT/VIII/2024,13/Aug/24,Cahaya Warna Prima,Six Sense Uluwatu,"8,880,000.00",Hotel,Local
INV-1952/KEVALA/OUT/VIII/2024,14/Aug/24,Prapat Agung Permai,Menjangan Dynasty Resort,"6,393,600.00",Hotel,Local
INV-1953/KEVALA/OUT/VIII/2024,14/Aug/24,Expat Roasters Indonesia,Expat Roasters,"65,066,868.00",Restaurant,Local
INV-1955/KEVALA/OUT/VIII/2024,19/Aug/24,Bali General Supply,BGS,"3,996,000.00",Restaurant,Local
INV-1956/KEVALA/OUT/VIII/2024,19/Aug/24,Wynncor Bali,Andaz Bali,"11,100,000.00",Hotel,Local
INV-1957/KEVALA/OUT/VIII/2024,20/Aug/24,GAB's Gastro Bar,GAB's Gastro Bar,"222,570,450.00",Restaurant,Local
INV-1962/KEVALA/OUT/VII/2024,25/Jul/24,Anaamaya Resort Seminyak,Alila Seminyak,"132,744,900.00",Hotel,Local
INV-1963/KEVALA/OUT/VII/2024,25/Jul/24,Anaamaya Resort Seminyak,Alila Seminyak,"28,438,200.00",Hotel,Local
INV-1964/KEVALA/OUT/VII/2024,25/Jul/24,Anaamaya Resort Seminyak,Alila Seminyak,"75,846,300.00",Hotel,Local
INV-1965/KEVALA/OUT/VIII/2024,22/Aug/24,Karya Agung Kisma Lestari,Laguna Hotel Bali,"6,660,000.00",Hotel,Local
INV-1966/KEVALA/OUT/VIII/2024,22/Aug/24,Pablo Long Time Asian Restaurant,Pablo Long Time,"10,822,500.00",Restaurant,Local
INV-1967/KEVALA/OUT/VIII/2024,28/Aug/24,Riviera Bistro,Riviera Pererenan / CLANDESTINO FOOD GROUP,"128,944,260.00",Restaurant,Local
INV-1968/KEVALA/OUT/VIII/2024,21/Aug/24,Anaamaya Resort Seminyak,Alila Seminyak,"1,298,700.00",Hotel,Local
INV-1969/KEVALA/OUT/VIII/2024,21/Aug/24,Anaamaya Resort Seminyak,Alila Seminyak,"5,161,500.00",Hotel,Local
INV-1970/KEVALA/OUT/VIII/2024,22/Aug/24,Anaamaya Resort Seminyak,Alila Seminyak,"7,192,800.00",Hotel,Local
INV-1971/KEVALA/OUT/VIII/2024,23/Aug/24,Karang Mas Sejahtera,Ayana Hospitality,"62,742,750.00",Hotel,Local
INV-1972/KEVALA/OUT/VIII/2024,23/Aug/24,Mozaic Ubud,Mozaic Ubud,"55,466,700.00",Restaurant,Local
INV-1973/KEVALA/OUT/VIII/2024,31/Jul/24,The Lemon Tree Curacao,The Lemon Tree Curacao,"691,362,500.00",Hotel,Local
INV-1975/KEVALA/OUT/VIII/2024,23/Aug/24,Jimbaran Villas,Bvlgari,"2,985,900.00",Hotel,Local
INV-1976/KEVALA/OUT/VIII/2024,27/Aug/24,Nusantara Island Resort,Amankila Hotel,"316,350.00",Hotel,Local
INV-1977/KEVALA/OUT/VIII/2024,28/Aug/24,Maya Resort,Maya Sanur,"5,994,000.00",Hotel,Local
INV-1978/KEVALA/OUT/VIII/2024,28/Aug/24,Nusadua Graha International,The Westin Resort Nusa Dua,"33,786,180.00",Hotel,Local
INV-1979/KEVALA/OUT/VIII/2024,28/Aug/24,Nativa Graha Saji,Billy Ho,"3,663,000.00",Restaurant,Local
INV-1980/KEVALA/OUT/VIII/2024,29/Aug/24,Optimist Pererenan,Optimist Pererenan,"42,918,150.00",Restaurant,Local
INV-1981/KEVALA/OUT/VIII/2024,29/Aug/24,Riviera Bistro,Riviera Pererenan / CLANDESTINO FOOD GROUP,"1,332,000.00",Restaurant,Local
INV-1982/KEVALA/OUT/VIII/2024,29/Aug/24,Bali Radiance,Bali Radiance,"5,994,000.00",Hotel,Local
INV-1983/KEVALA/OUT/VIII/2024,29/Aug/24,Fairmont Jakarta - PT Senayan Trikarya Sempana,Fairmont Jakarta,"311,604,750.00",Hotel,Local
INV-1984/KEVALA/OUT/VIII/2024,29/Aug/24,Samanvaya,Zen Happy,"3,579,750.00",Hotel,Local
INV-1985/KEVALA/OUT/VIII/2024,30/Aug/24,Griya Pancaloka,Sofitel Bali Nusa Dua Beach Resort,"4,745,250.00",Hotel,Local
INV-1986/KEVALA/OUT/VIII/2024,30/Aug/24,Bali Bounty,Kudeta,"26,806,500.00",Restaurant,Local
INV-1987/KEVALA/OUT/VIII/2024,30/Aug/24,Griya Pancaloka,Sofitel Bali Nusa Dua Beach Resort,"11,072,250.00",Hotel,Local
INV-1988/KEVALA/OUT/VIII/2024,30/Aug/24,Nusadua Graha International,The Westin Resort Nusa Dua,"13,255,065.00",Hotel,Local
INV-1989/KEVALA/OUT/VIII/2024,30/Aug/24,Graha Alam Lestari,The Apurva Kempinski Bali,"50,277,505.00",Hotel,Local
INV-1990/KEVALA/OUT/VIII/2024,30/Aug/24,Loloan Bali,Mexicola Seminyak,"10,267,500.00",Restaurant,Local
INV-1991/KEVALA/OUT/VIII/2024,30/Aug/24,PT Autogrill Services Indonesia,Wolf Gang Puck,"122,590,897.00",Restaurant,Local
INV-1992/KEVALA/OUT/VIII/2024,31/Aug/24,Wana Kamala Gemilang,Omma Bali,"27,417,000.00",Restaurant,Local
INV-1993/KEVALA/OUT/VIII/2024,31/Aug/24,Nusantara Ubud,CIPATI YUDHA PERSADA/JVJ Gastro Warung,"26,420,220.00",Restaurant,Local
INV-1994/KEVALA/OUT/IX/2024,03/Sep/24,Anaamaya Resort Seminyak,Alila Seminyak,"67,521,300.00",Hotel,Local
INV-1995/KEVALA/OUT/IX/2024,03/Sep/24,Awahita Indonesia Putra,Capella Ubud,"6,382,500.00",Hotel,Local
INV-1998/KEVALA/OUT/IX/2024,03/Sep/24,Duta Jaya Perkasa,Jumeirah Bali,"64,269,000.00",Hotel,Local
INV-2000/KEVALA/OUT/IX/2024,06/Sep/24,Anaamaya Resort Seminyak,Alila Seminyak,"7,176,150.00",Hotel,Local
INV-2001/KEVALA/OUT/IX/2024,06/Sep/24,Anaamaya Resort Seminyak,Alila Seminyak,"3,490,950.00",Hotel,Local
INV-2003/KEVALA/OUT/IX/2024,13/Sep/24,Nusadua Graha International,The Westin Resort Nusa Dua,"15,540,000.00",Hotel,Local
INV-2005/KEVALA/OUT/IX/2024,16/Sep/24,Graha Alam Lestari,The Apurva Kempinski Bali,"51,311,970.00",Hotel,Local
INV-2006/KEVALA/OUT/IX/2024,16/Sep/24,Good Food Cafe,Milk & Madu Uluwatu,"13,431,000.00",Restaurant,Local
INV-2007/KEVALA/OUT/IX/2024,16/Sep/24,Barba Rossa Fraters,Rento - Babarossa,"22,727,250.00",Restaurant,Local
INV-2008/KEVALA/OUT/IX/2024,18/Sep/24,Bokashi Berawa,Bokashi Berawa,"3,163,500.00",Restaurant,Local
INV-2009/KEVALA/OUT/IX/2024,18/Sep/24,The Royal Purnama,The Royal Purnama,"23,842,800.00",Hotel,Local
INV-2010/KEVALA/OUT/IX/2024,18/Sep/24,Anaamaya Resort Seminyak,Alila Seminyak,"24,647,550.00",Hotel,Local
INV-2011/KEVALA/OUT/IX/2024,18/Sep/24,Anaamaya Resort Seminyak,Alila Seminyak,"3,163,500.00",Hotel,Local
INV-2012/KEVALA/OUT/IX/2024,18/Sep/24,Anaamaya Resort Seminyak,Alila Seminyak,"1,820,400.00",Hotel,Local
INV-2013/KEVALA/OUT/IX/2024,18/Sep/24,Hotel Indonesia Sanur International,Meru,"20,460,000.00",Hotel,Local
INV-2014/KEVALA/OUT/IX/2024,19/Sep/24,Riviera Bistro,Riviera Pererenan / CLANDESTINO FOOD GROUP,"6,293,700.00",Restaurant,Local
INV-2015/KEVALA/OUT/IX/2024,20/Sep/24,Graha Agung Indah Sentosa,Indigo Bintan,"694,566,000.00",Hotel,Local
INV-2016/KEVALA/OUT/IX/2024,20/Sep/24,Graha Agung Indah Sentosa,Indigo Bintan,"58,468,500.00",Hotel,Local
INV-2017/KEVALA/OUT/IX/2024,20/Sep/24,Mitra Mulia Boga Nusantara,Waterbom,"23,443,200.00",Restaurant,Local
INV-2018/KEVALA/OUT/IX/2024,20/Sep/24,Greenland Rajawali Utama,Four Seasons Hotel Jakarta,"82,486,266.00",Hotel,Local
INV-2019/KEVALA/OUT/IX/2024,27/Sep/24,Amanda Arumdhani,Four Season Sayan,"21,017,850.00",Hotel,Local
INV-2021/KEVALA/OUT/IX/2024,27/Sep/24,Indonesia Adventure Sport,Nihi Sumba,"24,109,200.00",Hotel,Local
INV-2022/KEVALA/OUT/IX/2024,27/Sep/24,Bidadari Dunia - La Plancha,La Plancha Bali Sejahtera,"38,295,000.00",Restaurant,Local
INV-2023/KEVALA/OUT/IX/2024,28/Sep/24,Pablo Long Time Asian Restaurant,Pablo Long Time,"2,797,200.00",Restaurant,Local
INV-2024/KEVALA/OUT/IX/2024,28/Sep/24,Riviera Bistro,Riviera Pererenan / CLANDESTINO FOOD GROUP,"20,535,000.00",Restaurant,Local
INV-2025/KEVALA/OUT/IX/2024,30/Sep/24,Hotel Pandan Arum,Maya Ubud,"28,207,875.00",Hotel,Local
INV-2026/KEVALA/OUT/IX/2024,30/Sep/24,Amanda Arumdhani,Four Season Sayan,"36,663,300.00",Hotel,Local
INV-2027/KEVALA/OUT/IX/2024,30/Sep/24,Yawara Boga Indonesia,Yawara,"301,464,900.00",Restaurant,Local
INV-2028/KEVALA/OUT/IX/2024,30/Sep/24,Bali Droom Villas,Joyce and Ralph Van Rooten,"142,948,020.00",Hotel,Local
INV-2029/KEVALA/OUT/X/2024,01/Oct/24,Anaamaya Resort Seminyak,Alila Seminyak,"18,847,800.00",Hotel,Local
INV-2030/KEVALA/OUT/X/2024,01/Oct/24,Anaamaya Resort Seminyak,Alila Seminyak,"1,864,800.00",Hotel,Local
INV-2031/KEVALA/OUT/IX/2024,30/Sep/24,Boa Development,Nihi Rote,"150,249,600.00",Hotel,Local
INV-2032/KEVALA/OUT/IX/2024,30/Sep/24,Prima Fenomena Jaya,Prima Fenomena Jaya,"30,521,082.00",Restaurant,Local
INV-2033/KEVALA/OUT/IX/2024,30/Sep/24,Wynncor Bali,Andaz Bali,"19,258,500.00",Hotel,Local
INV-2034/KEVALA/OUT/X/2024,03/Oct/24,Drifter,Drifter,"130,078,680.00",Restaurant,Local
INV-2036/KEVALA/OUT/X/2024,08/Oct/24,Amanda Arumdhani,Four Season Sayan,"11,804,850.00",Hotel,Local
INV-2037/KEVALA/OUT/X/2024,10/Oct/24,Maya Resort,Maya Sanur,"4,745,250.00",Hotel,Local
INV-2038/KEVALA/OUT/X/2024,11/Oct/24,The Damai Hotel,Normann Indonesia,"58,885,500.00",Hotel,Local
INV-2039/KEVALA/OUT/X/2024,17/Oct/24,Ginger Moon,Ginger Moon,"37,462,500.00",Restaurant,Local
INV-2040/KEVALA/OUT/X/2024,18/Oct/24,Duta Jaya Perkasa,Jumeirah Bali,"7,659,000.00",Hotel,Local
INV-2041/KEVALA/OUT/X/2024,21/Oct/24,Bukit Uluwatu Villa,Alila Uluwatu,"52,039,575.00",Hotel,Local
INV-2042/KEVALA/OUT/X/2024,22/Oct/24,Tanadewa Resort & Spa Ubud,Tanadewa Resort & Spa Ubud,"42,757,200.00",Hotel,Local
INV-2043/KEVALA/OUT/X/2024,22/Oct/24,Anaamaya Resort Seminyak,Alila Seminyak,"871,350.00",Hotel,Local
INV-2044/KEVALA/OUT/X/2024,23/Oct/24,Samanvaya,Zen Happy,"4,262,400.00",Hotel,Local
INV-2045/KEVALA/OUT/X/2024,22/Oct/24,Graha Agung Indah Sentosa,Indigo Bintan,"105,772,500.00",Hotel,Local
INV-2046/KEVALA/OUT/X/2024,24/Oct/24,Bukit Uluwatu Villa,Alila Uluwatu,"63,248,910.00",Hotel,Local
INV-2047/KEVALA/OUT/X/2024,24/Oct/24,Amanda Arumdhani,Four Season Sayan,"47,863,200.00",Hotel,Local
INV-2048/KEVALA/OUT/X/2024,25/Oct/24,Amanda Arumdhani,Four Season Sayan,"34,515,450.00",Hotel,Local
INV-2049/KEVALA/OUT/X/2024,29/Oct/24,Bukit Uluwatu Villa,Alila Uluwatu,"29,815,987.00",Hotel,Local
INV-2050/KEVALA/OUT/X/2024,30/Oct/24,MNC Land Tbk,Park Hyatt Jakarta,"715,280.00",Hotel,Local
INV-2051/KEVALA/OUT/X/2024,30/Oct/24,Bali Radiance,Bali Radiance,"3,108,000.00",Hotel,Local
INV-2052/KEVALA/OUT/X/2024,30/Oct/24,Monokuro,Monokuro,"5,661,000.00",Restaurant,Local
INV-2053/KEVALA/OUT/X/2024,31/Oct/24,Prima Ismaya Sejahtera,Ismaya,"19,846,800.00",Restaurant,Local
