invoice_number,Date,Company_Name,Brand_Name,Total,Customer_Category,Trade_Type
SI.2024.03.00081,23/Mar/24,Kevala Keramik Bali,KKB,"770,997.00",Umum,Local
SI.2024.03.00082,23/Mar/24,Kevala Keramik Bali,KKB,"10,443,802.00",Umum,Local
SI.2024.03.00083,23/Mar/24,Kevala Keramik Bali,KKB,"2,243,770.00",Umum,Local
SI.2024.03.00084,23/Mar/24,Kevala Keramik Bali,KKB,"1,541,997.00",Umum,Local
SI.2024.03.00085,23/Mar/24,Kevala Keramik Bali,KKB,"625,640.00",Umum,Local
SI.2024.03.00086,23/Mar/24,Kevala Keramik Bali,KKB,"359,999.00",Umum,Local
SI.2024.03.00087,23/Mar/24,Kevala Keramik Bali,KKB,"255,999.00",Umum,Local
SI.2024.03.00088,23/Mar/24,Kevala Keramik Bali,KKB,"960,000.00",Umum,Local
SI.2024.03.00089,23/Mar/24,Kevala Keramik Bali,KKB,"711,998.00",Umum,Local
SI.2024.03.00090,24/Mar/24,Kevala Keramik Bali,KKB,"499,999.00",Umum,Local
SI.2024.03.00091,25/Mar/24,Kevala Keramik Bali,KKB,"765,998.00",Umum,Local
SI.2024.03.00092,26/Mar/24,Kevala Keramik Bali,KKB,"921,998.00",Umum,Local
SI.2024.03.00093,27/Mar/24,Kevala Keramik Bali,KKB,"443,994.00",Umum,Local
SI.2024.03.00094,23/Mar/24,Kevala Keramik Bali,KKB,"759,999.00",Umum,Local
SI.2024.03.00095,23/Mar/24,Kevala Keramik Bali,KKB,"359,999.00",Umum,Local
SI.2024.03.00096,23/Mar/24,Kevala Keramik Bali,KKB,"219,998.00",Umum,Local
SI.2024.03.00097,23/Mar/24,Kevala Keramik Bali,KKB,"239,999.00",Umum,Local
SI.2024.03.00098,23/Mar/24,Kevala Keramik Bali,KKB,"571,999.00",Umum,Local
SI.2024.03.00099,23/Mar/24,Kevala Keramik Bali,KKB,"188,004.00",Umum,Local
SI.2024.03.00100,23/Mar/24,Kevala Keramik Bali,KKB,"1,419,998.00",Umum,Local
SI.2024.03.00101,23/Mar/24,Kevala Keramik Bali,KKB,"239,999.00",Umum,Local
SI.2024.03.00102,23/Mar/24,Kevala Keramik Bali,KKB,"663,996.00",Umum,Local
SI.2024.03.00103,23/Mar/24,Kevala Keramik Bali,KKB,"351,996.00",Umum,Local
SI.2024.03.00104,23/Mar/24,Kevala Keramik Bali,KKB,"593,317.00",Umum,Local
SI.2024.03.00105,23/Mar/24,Kevala Keramik Bali,KKB,"1,899,998.00",Umum,Local
SI.2024.03.00106,23/Mar/24,Kevala Keramik Bali,KKB,"879,999.00",Umum,Local
SI.2024.03.00107,23/Mar/24,Kevala Keramik Bali,KKB,"559,999.00",Umum,Local
SI.2024.03.00108,23/Mar/24,Kevala Keramik Bali,KKB,"559,999.00",Umum,Local
SI.2024.03.00109,23/Mar/24,Kevala Keramik Bali,KKB,"1,779,998.00",Umum,Local
SI.2024.03.00110,23/Mar/24,Kevala Keramik Bali,KKB,"599,999.00",Umum,Local
SI.2024.03.00111,24/Mar/24,Kevala Keramik Bali,KKB,"1,259,998.00",Umum,Local
SI.2024.03.00112,25/Mar/24,Kevala Keramik Bali,KKB,"319,999.00",Umum,Local
SI.2024.03.00113,26/Mar/24,Kevala Keramik Bali,KKB,"1,039,998.00",Umum,Local
SI.2024.03.00114,27/Mar/24,Kevala Keramik Bali,KKB,"239,999.00",Umum,Local
SI.2024.03.00115,25/Apr/24,Kevala Keramik Bali,KKB,"3,659,886.00",Umum,Local
SI.2024.03.00116,23/Mar/24,Kevala Keramik Bali,KKB,"1,577,593.00",Umum,Local
SI.2024.03.00117,23/Mar/24,Kevala Keramik Bali,KKB,"1,145,997.00",Umum,Local
SI.2024.03.00118,23/Mar/24,Kevala Keramik Bali,KKB,"2,928,793.00",Umum,Local
SI.2024.03.00119,23/Mar/24,Kevala Keramik Bali,KKB,"175,999.00",Umum,Local
SI.2024.03.00120,23/Mar/24,Kevala Keramik Bali,KKB,"3,443,988.00",Umum,Local
SI.2024.03.00121,23/Mar/24,Kevala Keramik Bali,KKB,"3,802,314.00",Umum,Local
SI.2024.03.00122,23/Mar/24,Kevala Keramik Bali,KKB,"2,479,552.00",Umum,Local
SI.2024.03.00123,23/Mar/24,Kevala Keramik Bali,KKB,"1,453,997.00",Umum,Local
SI.2024.03.00124,23/Mar/24,Kevala Keramik Bali,KKB,"380,004.00",Umum,Local
SI.2024.03.00125,23/Mar/24,Kevala Keramik Bali,KKB,"4,021,992.00",Umum,Local
SI.2024.03.00126,23/Mar/24,Kevala Keramik Bali,KKB,"3,447,991.00",Umum,Local
SI.2024.03.00127,23/Mar/24,Kevala Keramik Bali,KKB,"3,277,989.00",Umum,Local
SI.2024.03.00128,23/Mar/24,Kevala Keramik Bali,KKB,"6,657,992.00",Umum,Local
SI.2024.03.00129,23/Mar/24,Kevala Keramik Bali,KKB,"3,836,784.00",Umum,Local
SI.2024.03.00130,23/Mar/24,Kevala Keramik Bali,KKB,"1,306,195.00",Umum,Local
SI.2024.03.00131,23/Mar/24,Kevala Keramik Bali,KKB,"3,439,991.00",Umum,Local
SI.2024.03.00132,23/Mar/24,Kevala Keramik Bali,KKB,"4,338,391.00",Umum,Local
SI.2024.03.00133,23/Mar/24,Kevala Keramik Bali,KKB,"2,470,396.00",Umum,Local
SI.2024.03.00134,23/Mar/24,Kevala Keramik Bali,KKB,"499,998.00",Umum,Local
SI.2024.03.00135,23/Mar/24,Kevala Keramik Bali,KKB,"2,193,992.00",Umum,Local
SI.2024.03.00136,23/Mar/24,Kevala Keramik Bali,KKB,"3,934,753.00",Umum,Local
SI.2024.03.00137,24/Mar/24,Kevala Keramik Bali,KKB,"2,735,984.00",Umum,Local
SI.2024.03.00138,25/Mar/24,Kevala Keramik Bali,KKB,"681,998.00",Umum,Local
SI.2024.03.00139,26/Mar/24,Kevala Keramik Bali,KKB,"12,806,586.00",Umum,Local
SI.2024.03.00140,27/Mar/24,Kevala Keramik Bali,KKB,"5,123,983.00",Umum,Local
SI.2024.03.00141,28/Mar/24,Kevala Keramik Bali,KKB,"5,215,576.00",Umum,Local
SI.2024.03.00142,28/Mar/24,Kevala Keramik Bali,KKB,"1,571,804.00",Umum,Local
SI.2024.03.00143,30/Mar/24,Kevala Keramik Bali,KKB,"711,992.00",Umum,Local
SI.2024.03.00144,29/Mar/24,Kevala Keramik Bali,KKB,"2,903,755.00",Umum,Local
SI.2024.03.00145,28/Mar/24,Kevala Keramik Bali,KKB,"351,998.00",Umum,Local
SI.2024.03.00146,28/Mar/24,Kevala Keramik Bali,KKB,"2,165,533.00",Umum,Local
SI.2024.03.00147,29/Mar/24,Kevala Keramik Bali,KKB,"3,689,967.00",Umum,Local
SI.2024.03.00148,30/Mar/24,Kevala Keramik Bali,KKB,"1,947,991.00",Umum,Local
SI.2024.03.00149,28/Mar/24,Kevala Keramik Bali,KKB,"1,079,998.00",Umum,Local
SI.2024.03.00150,29/Mar/24,Kevala Keramik Bali,KKB,"359,999.00",Umum,Local
SI.2024.03.00151,29/Mar/24,Kevala Keramik Bali,KKB,"4,040,796.00",Umum,Local
SI.2024.03.00152,30/Mar/24,Kevala Keramik Bali,KKB,"4,193,985.00",Umum,Local
SI.2024.03.00156,23/Mar/24,Kevala Keramik Bali,KKB,"1,517,994.00",Umum,Local
SI.2024.03.00157,23/Mar/24,Kevala Keramik Bali,KKB,"753,994.00",Umum,Local
SI.2024.03.00158,23/Mar/24,Kevala Keramik Bali,KKB,"1,953,997.00",Umum,Local
SI.2024.03.00159,23/Mar/24,Kevala Keramik Bali,KKB,"907,996.00",Umum,Local
SI.2024.03.00160,23/Mar/24,Kevala Keramik Bali,KKB,"1,222,996.00",Umum,Local
SI.2024.03.00161,23/Mar/24,Kevala Keramik Bali,KKB,"2,311,890.00",Umum,Local
SI.2024.03.00162,23/Mar/24,Kevala Keramik Bali,KKB,"397,999.00",Umum,Local
SI.2024.03.00163,23/Mar/24,Kevala Keramik Bali,KKB,"2,848,093.00",Umum,Local
SI.2024.03.00164,23/Mar/24,Kevala Keramik Bali,KKB,"1,047,996.00",Umum,Local
SI.2024.03.00165,23/Mar/24,Kevala Keramik Bali,KKB,"1,135,993.00",Umum,Local
SI.2024.03.00166,23/Mar/24,Kevala Keramik Bali,KKB,"239,999.00",Umum,Local
SI.2024.03.00167,23/Mar/24,Kevala Keramik Bali,KKB,"1,649,992.00",Umum,Local
SI.2024.03.00168,25/Apr/24,Kevala Keramik Bali,KKB,"499,996.00",Umum,Local
SI.2024.03.00169,23/Mar/24,Kevala Keramik Bali,KKB,"2,663,322.00",Umum,Local
SI.2024.03.00170,23/Mar/24,Kevala Keramik Bali,KKB,"1,465,989.00",Umum,Local
SI.2024.03.00171,23/Mar/24,Kevala Keramik Bali,KKB,"75,999.00",Umum,Local
SI.2024.03.00172,23/Mar/24,Kevala Keramik Bali,KKB,"583,998.00",Umum,Local
SI.2024.03.00173,23/Mar/24,Kevala Keramik Bali,KKB,"677,997.00",Umum,Local
SI.2024.03.00174,23/Mar/24,Kevala Keramik Bali,KKB,"897,998.00",Umum,Local
SI.2024.03.00175,23/Mar/24,Kevala Keramik Bali,KKB,"999,598.00",Umum,Local
SI.2024.03.00176,23/Mar/24,Kevala Keramik Bali,KKB,"3,815,991.00",Umum,Local
SI.2024.03.00177,24/Mar/24,Kevala Keramik Bali,KKB,"1,525,999.00",Umum,Local
SI.2024.03.00178,25/Mar/24,Kevala Keramik Bali,KKB,"509,999.00",Umum,Local
SI.2024.03.00179,26/Mar/24,Kevala Keramik Bali,KKB,"426,998.00",Umum,Local
SI.2024.03.00180,27/Mar/24,Kevala Keramik Bali,KKB,"289,999.00",Umum,Local
SI.2024.03.00181,28/Mar/24,Kevala Keramik Bali,KKB,"429,999.00",Umum,Local
SI.2024.03.00182,29/Mar/24,Kevala Keramik Bali,KKB,"87,999.00",Umum,Local
SI.2024.03.00183,30/Mar/24,Kevala Keramik Bali,KKB,"62,999.00",Umum,Local
SI.2024.03.00184,31/Mar/24,Kevala Keramik Bali,KKB,"8,329,484.00",Umum,Local
SI.2024.03.00185,31/Mar/24,Kevala Keramik Bali,KKB,"3,221,962.00",Umum,Local
SI.2024.03.00186,31/Mar/24,Kevala Keramik Bali,KKB,"3,651,987.00",Umum,Local
SI.2024.03.00187,31/Mar/24,Kevala Keramik Bali,KKB,"2,197,990.00",Umum,Local
SI.2024.03.00188,31/Mar/24,Kevala Keramik Bali,KKB,"9,657,986.00",Umum,Local
SI.2024.03.00190,24/Mar/24,Kevala Keramik Bali,KKB,"33,820,160.00",Umum,Local
SI.2024.03.00195,09/Apr/24,Kevala Keramik Bali,KKB,"3,503,993.00",Umum,Local
SI.2024.04.00009,23/Mar/24,Kevala Keramik Bali,KKB,"4,157,263.00",Umum,Local
SI.2024.04.00011,25/Apr/24,Kevala Keramik Bali,KKB,"2,936,984.00",Umum,Local
SI.2024.04.00012,25/Apr/24,Kevala Keramik Bali,KKB,"9,455,984.00",Umum,Local
SI.2024.04.00014,25/Apr/24,Kevala Keramik Bali,KKB,"4,873,990.00",Umum,Local
SI.2024.04.00015,02/Apr/24,Kevala Keramik Bali,KKB,"1,737,991.00",Umum,Local
SI.2024.04.00016,02/Apr/24,Kevala Keramik Bali,KKB,"405,999.00",Umum,Local
SI.2024.04.00017,02/Apr/24,Kevala Keramik Bali,KKB,"909,997.00",Umum,Local
SI.2024.04.00019,02/Apr/24,Kevala Keramik Bali,KKB,"6,740,618.00",Umum,Local
SI.2024.04.00020,02/Apr/24,Kevala Keramik Bali,KKB,"291,999.00",Umum,Local
SI.2024.04.00021,03/Apr/24,Kevala Keramik Bali,KKB,"637,992.00",Umum,Local
SI.2024.04.00022,03/Apr/24,Kevala Keramik Bali,KKB,"1,241,598.00",Umum,Local
SI.2024.04.00024,03/Apr/24,Kevala Keramik Bali,KKB,"2,395,996.00",Umum,Local
SI.2024.04.00025,03/Apr/24,Kevala Keramik Bali,KKB,"692,799.00",Umum,Local
SI.2024.04.00027,04/Apr/24,Kevala Keramik Bali,KKB,"1,202,787.00",Umum,Local
SI.2024.04.00028,04/Apr/24,Kevala Keramik Bali,KKB,"687,996.00",Umum,Local
SI.2024.04.00029,04/Apr/24,Kevala Keramik Bali,KKB,"2,595,991.00",Umum,Local
SI.2024.04.00030,04/Apr/24,Kevala Keramik Bali,KKB,"1,143,994.00",Umum,Local
SI.2024.04.00031,05/Apr/24,Kevala Keramik Bali,KKB,"845,998.00",Umum,Local
SI.2024.04.00032,05/Apr/24,Kevala Keramik Bali,KKB,"621,999.00",Umum,Local
SI.2024.04.00034,05/Apr/24,Kevala Keramik Bali,KKB,"2,643,992.00",Umum,Local
SI.2024.04.00035,06/Apr/24,Kevala Keramik Bali,KKB,"2,455,979.00",Umum,Local
SI.2024.04.00036,06/Apr/24,Kevala Keramik Bali,KKB,"1,583,993.00",Umum,Local
SI.2024.04.00037,06/Apr/24,Kevala Keramik Bali,KKB,"1,323,994.00",Umum,Local
SI.2024.04.00038,06/Apr/24,Kevala Keramik Bali,KKB,"2,227,995.00",Umum,Local
SI.2024.04.00039,07/Apr/24,Kevala Keramik Bali,KKB,"6,459,968.00",Umum,Local
SI.2024.04.00040,07/Apr/24,Kevala Keramik Bali,KKB,"177,999.00",Umum,Local
SI.2024.04.00042,07/Apr/24,Kevala Keramik Bali,KKB,"5,829,986.00",Umum,Local
SI.2024.04.00044,07/Apr/24,Kevala Keramik Bali,KKB,"1,989,799.00",Umum,Local
SI.2024.04.00049,08/Apr/24,Kevala Keramik Bali,KKB,"1,100,991.00",Umum,Local
SI.2024.04.00050,08/Apr/24,Kevala Keramik Bali,KKB,"646,000.00",Umum,Local
SI.2024.04.00052,08/Apr/24,Kevala Keramik Bali,KKB,"3,510,714.00",Umum,Local
SI.2024.04.00053,08/Apr/24,Kevala Keramik Bali,KKB,"687,996.00",Umum,Local
SI.2024.04.00054,09/Apr/24,Kevala Keramik Bali,KKB,"2,567,985.00",Umum,Local
SI.2024.04.00057,09/Apr/24,Kevala Keramik Bali,KKB,"1,355,994.00",Umum,Local
SI.2024.04.00058,09/Apr/24,Kevala Keramik Bali,KKB,"189,999.00",Umum,Local
SI.2024.04.00059,10/Apr/24,Kevala Keramik Bali,KKB,"743,998.00",Umum,Local
SI.2024.04.00060,10/Apr/24,Kevala Keramik Bali,KKB,"2,129,995.00",Umum,Local
SI.2024.04.00061,10/Apr/24,Kevala Keramik Bali,KKB,"1,669,993.00",Umum,Local
SI.2024.04.00062,11/Apr/24,Kevala Keramik Bali,KKB,"1,673,995.00",Umum,Local
SI.2024.04.00063,11/Apr/24,Kevala Keramik Bali,KKB,"2,175,994.00",Umum,Local
SI.2024.04.00064,11/Apr/24,Kevala Keramik Bali,KKB,"491,998.00",Umum,Local
SI.2024.04.00065,12/Apr/24,Kevala Keramik Bali,KKB,"492,996.00",Umum,Local
SI.2024.04.00066,12/Apr/24,Kevala Keramik Bali,KKB,"351,998.00",Umum,Local
SI.2024.04.00067,12/Apr/24,Kevala Keramik Bali,KKB,"4,175,990.00",Umum,Local
SI.2024.04.00068,12/Apr/24,Kevala Keramik Bali,KKB,"3,871,989.00",Umum,Local
SI.2024.04.00069,12/Apr/24,Kevala Keramik Bali,KKB,"1,833,998.00",Umum,Local
SI.2024.04.00070,13/Apr/24,Kevala Keramik Bali,KKB,"2,221,955.00",Umum,Local
SI.2024.04.00071,13/Apr/24,Kevala Keramik Bali,KKB,"2,233,994.00",Umum,Local
SI.2024.04.00072,13/Apr/24,Kevala Keramik Bali,KKB,"2,760,001.00",Umum,Local
SI.2024.04.00073,13/Apr/24,Kevala Keramik Bali,KKB,"379,999.00",Umum,Local
SI.2024.04.00074,25/Apr/24,Kevala Keramik Bali,KKB,"31,413,299.00",Umum,Local
SI.2024.04.00075,17/Apr/24,Bali Interiors,Bali Interiors,"750,000.00",Agent,Local
SI.2024.04.00105,30/Apr/24,Kevala Keramik Bali,KKB,"44,703,045.00",Umum,Local
SI.2024.04.00106,30/Apr/24,Kevala Keramik Bali,KKB,"7,097,984.00",Umum,Local
SI.2024.04.00107,30/Apr/24,Kevala Keramik Bali,KKB,"32,531,491.00",Umum,Local
SI.2024.04.00108,30/Apr/24,Kevala Keramik Bali,KKB,"42,031,690.00",Umum,Local
SI.2024.04.00109,30/Apr/24,Kevala Keramik Bali,KKB,"33,030,190.00",Umum,Local
SI.2024.05.00042,01/May/24,Kevala Keramik Bali,KKB,"31,413,299.00",Umum,Local
SI.2024.05.00046,02/May/24,Kevala Keramik Bali,KKB,"1,565,003.00",Umum,Local
SI.2024.05.00047,02/May/24,Kevala Keramik Bali,KKB,"556,000.00",Umum,Local
SI.2024.05.00048,02/May/24,Kevala Keramik Bali,KKB,"1,814,001.00",Umum,Local
SI.2024.05.00049,01/May/24,Kevala Keramik Bali,KKB,"5,048,002.00",Umum,Local
SI.2024.05.00050,01/May/24,Kevala Keramik Bali,KKB,"984,000.00",Umum,Local
SI.2024.05.00051,02/May/24,Kevala Keramik Bali,KKB,"4,855,999.00",Umum,Local
SI.2024.05.00052,02/May/24,Kevala Keramik Bali,KKB,"4,094,801.00",Umum,Local
SI.2024.05.00053,03/May/24,Kevala Keramik Bali,KKB,"2,840,859.00",Umum,Local
SI.2024.05.00056,03/May/24,Kevala Keramik Bali,KKB,"219,999.00",Umum,Local
SI.2024.05.00057,03/May/24,Kevala Keramik Bali,KKB,"1,225,999.00",Umum,Local
SI.2024.05.00058,03/May/24,Kevala Keramik Bali,KKB,"4,969,112.00",Umum,Local
SI.2024.05.00059,03/May/24,Kevala Keramik Bali,KKB,"2,203,999.00",Umum,Local
SI.2024.05.00060,04/May/24,Kevala Keramik Bali,KKB,"1,378,003.00",Umum,Local
SI.2024.05.00061,04/May/24,Kevala Keramik Bali,KKB,"1,264,000.00",Umum,Local
SI.2024.05.00062,05/May/24,Kevala Keramik Bali,KKB,"5,776,003.00",Umum,Local
SI.2024.05.00063,04/May/24,Kevala Keramik Bali,KKB,"2,918,001.00",Umum,Local
SI.2024.05.00064,05/May/24,Kevala Keramik Bali,KKB,"6,495,024.00",Umum,Local
SI.2024.05.00065,05/May/24,Kevala Keramik Bali,KKB,"2,709,999.00",Umum,Local
SI.2024.05.00067,05/May/24,Kevala Keramik Bali,KKB,"5,888,236.00",Umum,Local
SI.2024.05.00068,05/May/24,Kevala Keramik Bali,KKB,"703,999.00",Umum,Local
SI.2024.05.00069,06/May/24,Kevala Keramik Bali,KKB,"6,183,992.00",Umum,Local
SI.2024.05.00070,06/May/24,Kevala Keramik Bali,KKB,"2,031,995.00",Umum,Local
SI.2024.05.00071,06/May/24,Kevala Keramik Bali,KKB,"6,062,003.00",Umum,Local
SI.2024.05.00072,06/May/24,Kevala Keramik Bali,KKB,"745,999.00",Umum,Local
SI.2024.05.00074,06/May/24,Kevala Keramik Bali,KKB,"2,253,999.00",Umum,Local
SI.2024.05.00075,07/May/24,Kevala Keramik Bali,KKB,"9,742,770.00",Umum,Local
SI.2024.05.00076,07/May/24,Kevala Keramik Bali,KKB,"266,000.00",Umum,Local
SI.2024.05.00077,07/May/24,Kevala Keramik Bali,KKB,"1,791,999.00",Umum,Local
SI.2024.05.00078,07/May/24,Kevala Keramik Bali,KKB,"1,970,001.00",Umum,Local
SI.2024.05.00079,07/May/24,Kevala Keramik Bali,KKB,"587,998.00",Umum,Local
SI.2024.05.00080,08/May/24,Kevala Keramik Bali,KKB,"983,999.00",Umum,Local
SI.2024.05.00082,08/May/24,Kevala Keramik Bali,KKB,"2,193,999.00",Umum,Local
SI.2024.05.00083,08/May/24,Kevala Keramik Bali,KKB,"5,205,105.00",Umum,Local
SI.2024.05.00084,09/May/24,Kevala Keramik Bali,KKB,"594,000.00",Umum,Local
SI.2024.05.00085,09/May/24,Kevala Keramik Bali,KKB,"32,952,011.00",Umum,Local
SI.2024.05.00086,09/May/24,Kevala Keramik Bali,KKB,"3,636,000.00",Umum,Local
SI.2024.05.00087,09/May/24,Kevala Keramik Bali,KKB,"1,052,000.00",Umum,Local
SI.2024.05.00088,10/May/24,Kevala Keramik Bali,KKB,"665,998.00",Umum,Local
SI.2024.05.00089,10/May/24,Kevala Keramik Bali,KKB,"2,264,219.00",Umum,Local
SI.2024.05.00090,10/May/24,Kevala Keramik Bali,KKB,"631,998.00",Umum,Local
SI.2024.05.00091,10/May/24,Kevala Keramik Bali,KKB,"2,397,998.00",Umum,Local
SI.2024.05.00092,10/May/24,Kevala Keramik Bali,KKB,"473,998.00",Umum,Local
SI.2024.05.00093,11/May/24,Kevala Keramik Bali,KKB,"3,989,991.00",Umum,Local
SI.2024.05.00094,11/May/24,Kevala Keramik Bali,KKB,"2,000,000.00",Umum,Local
SI.2024.05.00095,11/May/24,Kevala Keramik Bali,KKB,"4,228,004.00",Umum,Local
SI.2024.05.00096,11/May/24,Kevala Keramik Bali,KKB,"3,672,000.00",Umum,Local
SI.2024.05.00100,12/May/24,Kevala Keramik Bali,KKB,"5,061,988.00",Umum,Local
SI.2024.05.00101,12/May/24,Kevala Keramik Bali,KKB,"1,388,000.00",Umum,Local
SI.2024.05.00102,12/May/24,Kevala Keramik Bali,KKB,"3,148,003.00",Umum,Local
SI.2024.05.00103,12/May/24,Kevala Keramik Bali,KKB,"2,230,002.00",Umum,Local
SI.2024.05.00104,13/May/24,Kevala Keramik Bali,KKB,"640,000.00",Umum,Local
SI.2024.05.00105,13/May/24,Kevala Keramik Bali,KKB,"523,200.00",Umum,Local
SI.2024.05.00106,13/May/24,Kevala Keramik Bali,KKB,"816,000.00",Umum,Local
SI.2024.05.00107,13/May/24,Kevala Keramik Bali,KKB,"765,999.00",Umum,Local
SI.2024.05.00108,13/May/24,Kevala Keramik Bali,KKB,"1,095,999.00",Umum,Local
SI.2024.05.00109,14/May/24,Kevala Keramik Bali,KKB,"2,067,995.00",Umum,Local
SI.2024.05.00110,14/May/24,Kevala Keramik Bali,KKB,"4,818,002.00",Umum,Local
SI.2024.05.00111,14/May/24,Kevala Keramik Bali,KKB,"4,532,002.00",Umum,Local
SI.2024.05.00112,14/May/24,Kevala Keramik Bali,KKB,"4,600,004.00",Umum,Local
SI.2024.05.00113,14/May/24,Kevala Keramik Bali,KKB,"647,999.00",Umum,Local
SI.2024.05.00114,15/May/24,Kevala Keramik Bali,KKB,"1,412,002.00",Umum,Local
SI.2024.05.00115,15/May/24,Kevala Keramik Bali,KKB,"955,999.00",Umum,Local
SI.2024.05.00116,15/May/24,Kevala Keramik Bali,KKB,"2,996,003.00",Umum,Local
SI.2024.05.00119,21/May/24,Kevala Keramik Bali,KKB,"1,886,072.00",Umum,Local
SI.2024.05.00120,21/May/24,Kevala Keramik Bali,KKB,"5,103,999.00",Umum,Local
SI.2024.05.00121,21/May/24,Kevala Keramik Bali,KKB,"919,999.00",Umum,Local
SI.2024.05.00122,21/May/24,Kevala Keramik Bali,KKB,"256,000.00",Umum,Local
SI.2024.05.00123,21/May/24,Kevala Keramik Bali,KKB,"1,544,000.00",Umum,Local
SI.2024.05.00124,31/May/24,Kevala Keramik Bali,KKB,"1,827,993.00",Umum,Local
SI.2024.05.00125,31/May/24,Kevala Keramik Bali,KKB,"3,726,001.00",Umum,Local
SI.2024.05.00126,15/May/24,Kevala Keramik Bali,KKB,"6,380,003.00",Umum,Local
SI.2024.05.00127,31/May/24,Kevala Keramik Bali,KKB,"1,949,999.00",Umum,Local
SI.2024.05.00128,15/May/24,Kevala Keramik Bali,KKB,"1,031,998.00",Umum,Local
SI.2024.05.00129,25/May/24,Kevala Keramik Bali,KKB,"2,433,998.00",Umum,Local
SI.2024.05.00130,16/May/24,Kevala Keramik Bali,KKB,"2,165,999.00",Umum,Local
SI.2024.05.00131,16/May/24,Kevala Keramik Bali,KKB,"474,001.00",Umum,Local
SI.2024.05.00132,16/May/24,Kevala Keramik Bali,KKB,"1,358,000.00",Umum,Local
SI.2024.05.00133,16/May/24,Kevala Keramik Bali,KKB,"440,000.00",Umum,Local
SI.2024.05.00134,25/May/24,Kevala Keramik Bali,KKB,"1,988,002.00",Umum,Local
SI.2024.05.00135,25/May/24,Kevala Keramik Bali,KKB,"4,764,004.00",Umum,Local
SI.2024.05.00136,17/May/24,Kevala Keramik Bali,KKB,"1,115,997.00",Umum,Local
SI.2024.05.00137,17/May/24,Kevala Keramik Bali,KKB,"128,000.00",Umum,Local
SI.2024.05.00138,25/May/24,Kevala Keramik Bali,KKB,"3,910,001.00",Umum,Local
SI.2024.05.00139,17/May/24,Kevala Keramik Bali,KKB,"2,812,000.00",Umum,Local
SI.2024.05.00140,25/May/24,Kevala Keramik Bali,KKB,"1,112,003.00",Umum,Local
SI.2024.05.00141,17/May/24,Kevala Keramik Bali,KKB,"2,753,999.00",Umum,Local
SI.2024.05.00142,17/May/24,Kevala Keramik Bali,KKB,"2,404,002.00",Umum,Local
SI.2024.05.00143,18/May/24,Kevala Keramik Bali,KKB,"644,002.00",Umum,Local
SI.2024.05.00144,18/May/24,Kevala Keramik Bali,KKB,"195,999.00",Umum,Local
SI.2024.05.00145,18/May/24,Kevala Keramik Bali,KKB,"1,197,998.00",Umum,Local
SI.2024.05.00146,18/May/24,Kevala Keramik Bali,KKB,"1,379,999.00",Umum,Local
SI.2024.05.00147,18/May/24,Kevala Keramik Bali,KKB,"4,867,994.00",Umum,Local
SI.2024.05.00148,19/May/24,Kevala Keramik Bali,KKB,"4,655,989.00",Umum,Local
SI.2024.05.00149,19/May/24,Kevala Keramik Bali,KKB,"1,688,001.00",Umum,Local
SI.2024.05.00150,19/May/24,Kevala Keramik Bali,KKB,"1,044,000.00",Umum,Local
SI.2024.05.00151,19/May/24,Kevala Keramik Bali,KKB,"2,389,570.00",Umum,Local
SI.2024.05.00152,22/May/24,Kevala Keramik Bali,KKB,"5,612,306.00",Umum,Local
SI.2024.05.00153,22/May/24,Kevala Keramik Bali,KKB,"2,344,000.00",Umum,Local
SI.2024.05.00154,22/May/24,Kevala Keramik Bali,KKB,"3,062,002.00",Umum,Local
SI.2024.05.00155,22/May/24,Kevala Keramik Bali,KKB,"172,399.00",Umum,Local
SI.2024.05.00156,20/May/24,Kevala Keramik Bali,KKB,"12,335,901.00",Umum,Local
SI.2024.05.00157,22/May/24,Kevala Keramik Bali,KKB,"2,966,001.00",Umum,Local
SI.2024.05.00158,20/May/24,Kevala Keramik Bali,KKB,"428,000.00",Umum,Local
SI.2024.05.00159,20/May/24,Kevala Keramik Bali,KKB,"1,300,000.00",Umum,Local
SI.2024.05.00160,23/May/24,Kevala Keramik Bali,KKB,"5,963,977.00",Umum,Local
SI.2024.05.00161,23/May/24,Kevala Keramik Bali,KKB,"2,459,998.00",Umum,Local
SI.2024.05.00162,20/May/24,Kevala Keramik Bali,KKB,"1,030,001.00",Umum,Local
SI.2024.05.00163,23/May/24,Kevala Keramik Bali,KKB,"2,949,999.00",Umum,Local
SI.2024.05.00164,23/May/24,Kevala Keramik Bali,KKB,"1,560,022.00",Umum,Local
SI.2024.05.00167,24/May/24,Kevala Keramik Bali,KKB,"2,702,000.00",Umum,Local
SI.2024.05.00168,24/May/24,Kevala Keramik Bali,KKB,"2,012,001.00",Umum,Local
SI.2024.05.00169,24/May/24,Kevala Keramik Bali,KKB,"3,399,993.00",Umum,Local
SI.2024.05.00170,26/May/24,Kevala Keramik Bali,KKB,"5,079,991.00",Umum,Local
SI.2024.05.00171,26/May/24,Kevala Keramik Bali,KKB,"1,555,102.00",Umum,Local
SI.2024.05.00172,26/May/24,Kevala Keramik Bali,KKB,"5,001,999.00",Umum,Local
SI.2024.05.00173,26/May/24,Kevala Keramik Bali,KKB,"4,718,005.00",Umum,Local
SI.2024.05.00174,30/May/24,Kevala Keramik Bali,KKB,"2,730,001.00",Umum,Local
