Company_Name,PO Number,Date,Trade_Type,Total,Total_Quantity,Location,Customer_Category,Country
badan canggu international,,16/07/2024,Local,315638490.0,0,,Hotel,Indonesia
badan canggu international,,16/07/2024,Local,216542685.0,0,,Hotel,Indonesia
badan canggu international,22193,17/12/2024,Local,73482000.0,190,Bali,Hotel,Indonesia
badan canggu international,21223,22/11/2024,Local,5994000.0,20,Bali,Hotel,Indonesia
badan canggu international,,01/03/2024,Local,1278705792.0,0,,Hotel,Indonesia
badan canggu international,19256,14/10/2024,Local,39520440.0,130,Bali,Hotel,Indonesia
badan canggu international,PO16539,21/08/2024,Local,333266400.0,1860,Bali,Hotel,Indonesia
badan canggu international,Sazon 22869,02/01/2025,Local,348823050.0,1463,,Hotel,Indonesia
awahita indonesia putra,,14/06/2024,Local,6382500.0,0,,Hotel,Indonesia
awahita indonesia putra,22146-217/2,31/12/2024,Local,7592400.0,24,Bali,Hotel,Indonesia
awahita indonesia putra,P.O No: 22753-217/1,29/10/2024,Local,11124975.0,10,Bali,Hotel,Indonesia
awahita indonesia putra,22754-217/1,29/10/2024,Local,33744000.0,260,Bali,Hotel,Indonesia
asl uk ltd,,20/06/2024,,15015.0,0,,Hotel,United Kingdom
ashley miller,,11/01/2024,,2031.0,0,,Umum,United States Of America
arya sumba resort,,26/07/2024,,42890400.0,0,,Hotel,Indonesia
"artisan kuliner indonesia, pt",096/PON/008/50/2025,25/03/2025,Local,63591900.0,274,,Restaurant,Indonesia
artisan kuliner indonesia,,08/02/2024,,53946000.0,0,,Restaurant,Indonesia
anna kersova,-,10/07/2024,Export,15095.4,764,United Kingdom,Personal,United Kingdom
anaamaya resort seminyak,,13/03/2024,Local,40187550.0,0,,Hotel,Indonesia
anaamaya resort seminyak,PO00113201,04/12/2024,Local,2775000.0,50,Bali,Hotel,Indonesia
anaamaya resort seminyak,,14/03/2024,Local,232545000.0,0,,Hotel,Indonesia
anaamaya resort seminyak,,22/04/2024,Local,4773000.0,0,,Hotel,Indonesia
anaamaya resort seminyak,,05/09/2024,Local,2197800.0,0,,Hotel,Indonesia
anaamaya resort seminyak,PO00118150,13/02/2025,Local,5550000.0,50,,Hotel,Indonesia
anaamaya resort seminyak,101113,13/03/2024,Local,158286000.0,800,Bali,Hotel,Indonesia
anaamaya resort seminyak,PO00116619,10/02/2025,Local,3063600.0,12,Bali,Hotel,Indonesia
anaamaya resort seminyak,PO00116753,13/02/2025,Local,59801250.0,400,,Hotel,Indonesia
anaamaya resort seminyak,PO00101112,07/03/2024,Local,244477500.0,1250,Bali,Hotel,Indonesia
amarterra villa nusa dua,POR-202408664,01/11/2024,Local,33892740.0,150,Bali,Hotel,Indonesia
amanda arumdhani,,26/01/2024,Local,293345250.0,0,,Hotel,Indonesia
amanda arumdhani,,26/03/2024,Local,27350400.0,0,,Hotel,Indonesia
amanda arumdhani,,16/05/2024,Local,204251100.0,0,,Hotel,Indonesia
amanda arumdhani,UBU0148191,27/12/2024,Local,27472500.0,150,Bali,Hotel,Indonesia
amanda arumdhani,UBU0156278,26/02/2025,Local,59429400.0,314,,Hotel,Indonesia
amanda arumdhani,UBU0141115,27/09/2024,Local,43556400.0,144,Bali,Hotel,Indonesia
amanda arumdhani,UBU0146630,27/09/2024,Local,51026700.0,334,Bali,Hotel,Indonesia
alt 74,-,17/02/2025,Local,24975000.0,100,,Hotel,Indonesia
ali bey malidives pvt. ltd. (joali muravandhoo),,12/06/2024,,7686.0,0,,Hotel,Maldives
ali bey maldives private limited (joali being),,17/11/2023,,600.0,0,,Hotel,Maldives
al ghalia w.l.l,-,14/01/2025,Export,28044.36,1761,Bahrain,Agent,Bahrain
abirupa nusa cipta,,18/12/2023,Local,16927500.0,0,,Hotel,Indonesia
abirupa nusa cipta,,18/01/2024,Local,6660000.0,0,,Hotel,Indonesia
abirupa nusa cipta,,19/12/2023,Local,43401000.0,0,,Hotel,Indonesia
abirupa nusa cipta,,19/12/2023,Local,16983000.0,0,,Hotel,Indonesia
abirupa nusa cipta,,19/12/2023,Local,27916500.0,0,,Hotel,Indonesia
abirupa nusa cipta,P241226002,03/01/2025,Local,44666400.0,356,Bali,Hotel,Indonesia
32do bali restaurant,,13/01/2025,,7770000.0,0,,Restaurant,Indonesia
